fair_row_id,Year,City,Country,Fair_name,event_year,in_treatment_window,lat,lon,geonameid,matched_name,matched_country_iso3,assigned_unit_type,assigned_unit_id,assigned_lau_id,fair_lau_iso2,fair_lau_name,europe_place_name,europe_country,europe_iso3,match_status
314,1910,Vienna,Austria-Hungary,International Hunting Exposition,1910,FALSE,48.20849,16.37208,2761369,Vienna,AUT,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
315,1910,Santiago,Chile,International Agricultural and Industrial Exposition,1910,FALSE,-33.45694,-70.64827,3871336,Santiago,CHL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
316,1910,Bogotá,Colombia,Exposición del Centenario de la independencia (1910),1910,FALSE,4.60971,-74.08175,3688689,Bogotá,COL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
317,1910,Nanking,China,Nanyang Industrial Exposition,1910,FALSE,22.89905,107.65003,9906257,Naning,CHN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
318,1910,Brussels,Belgium,Brussels International 1910,1910,FALSE,50.85045,4.34878,2800866,Brussels,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
319,1910,Buenos Aires,Argentina,Exposición Internacional del Centenario,1910,FALSE,-34.61315,-58.37723,3435910,Buenos Aires,ARG,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
320,1910,Nagoya,Japan,Nagoya Industrial Exhibition,1910,FALSE,35.18147,136.90641,1856057,Nagoya,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
321,1910,London,United Kingdom,Japan – British Exhibition,1910,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
322,1910,San Francisco,United States,"Admission Day Festival (1910) September 8, 9, 10",1910,FALSE,37.77493,-122.41942,5391959,San Francisco,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
323,1910,Vienna,Austria-Hungary,Internationale Jagd-Ausstellung (1910),1910,FALSE,48.20849,16.37208,2761369,Vienna,AUT,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
324,1911,Charleroi,Belgium,Charleroi Exposition,1911,FALSE,50.41136,4.44448,2800481,Charleroi,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
325,1911,Havana,Cuba,Cuban National Exposition,1911,FALSE,23.13302,-82.38304,3553478,Havana,CUB,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
326,1911,Roubaix,France,International Exposition of Northern France,1911,FALSE,50.69421,3.17456,2982681,Roubaix,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
327,1911,Dresden,Germany,International Hygiene Exhibition,1911,FALSE,51.05089,13.73832,2935022,Dresden,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
328,1911,London,United Kingdom,Coronation Exhibition (1911),1911,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
329,1911,London,United Kingdom,Festival of Empire,1911,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
330,1911,Rome,Italy,Esposizione internazionale d'arte (1911),1911,FALSE,41.89193,12.51133,3169070,Rome,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
331,1911,Wellington,New Zealand,Coronation Industrial Exhibition,1911,FALSE,-41.28664,174.77557,2179537,Wellington,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
332,1911,Turin,Italy,Turin International,1911,FALSE,45.07049,7.68682,3165524,Turin,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
333,1911,Omsk,Russia,Western Siberian Exhibition,1911,FALSE,54.99244,73.36859,1496153,Omsk,RUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
334,1911,Glasgow,United Kingdom,"Scottish Exhibition of National History, Art and Industry",1911,FALSE,55.86515,-4.25763,2648579,Glasgow,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
335,1911,New York City,United States,International Mercantile Exposition (1911),1911,FALSE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
336,1912,Manila,Philippines,Philippine Exposition (1912),1912,FALSE,14.6042,120.9822,1701668,Manila,PHL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
337,1912,London,United Kingdom,Latin-British Exhibition,1912,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
338,1913,Melbourne,Australia,Great All-Australian Exhibition,1913,FALSE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
339,1913,Leipzig,Germany,International Building Trades Exposition,1913,FALSE,51.33962,12.37129,2879139,Leipzig,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
340,1913,Auckland,New Zealand,Auckland Exhibition,1913,FALSE,-36.84853,174.76349,2193733,Auckland,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
341,1913,Ghent,Belgium,Exposition universelle et internationale (1913),1913,FALSE,51.05,3.71667,2797656,Gent,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
342,1913,Amsterdam,Netherlands,Tentoonstelling De Vrouw 1813 – 1913,1913,FALSE,52.37403,4.88969,2759794,Amsterdam,NLD,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
343,1913,Kiev,Russian Empire,All Russian Exhibition,1913,FALSE,59.5987,55.2078,827619,Kiev,RUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
344,1913,Knoxville,United States,National Conservation Exposition,1913,FALSE,35.96064,-83.92074,4634946,Knoxville,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
345,1914,London,United Kingdom,Anglo-American Exhibition,1914,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
346,1914,Malmö,Sweden,Baltic Exhibition,1914,FALSE,55.60587,13.00073,2692969,Malmö,SWE,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
347,1914,Boulogne-sur-Mer,France,International Exposition of Sea Fishery Industries (1914),1914,FALSE,50.724850000000004,1.61373,3031133,Boulogne-sur-Mer,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
348,1914,Lyon,France,Exposition internationale urbaine de Lyon,1914,FALSE,45.74906,4.84789,2996944,Lyon,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
349,1914,Tokyo,Japan,Tokyo Taisho Exposition,1914,FALSE,35.6895,139.69171,1850147,Tokyo,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
350,1914,Cologne,Germany,Werkbund Exhibition (1914),1914,FALSE,45.57862,9.9418,3178287,Cologne,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
351,1914,Bristol,United Kingdom,International Exhibition (1914),1914,FALSE,51.45523,-2.59665,2654675,Bristol,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
352,1914,Nottingham,United Kingdom,Universal Exhibition (1914) (work begun on site 1913 but never held),1914,FALSE,52.9536,-1.15047,2641170,Nottingham,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
353,1914,Semarang,Dutch East Indies,Colonial Exhibition of Semarang (Colonial Exposition),1914,FALSE,-6.99306,110.42083,1627896,Semarang,IDN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
354,1914,Christiania,Norway,1914 Jubilee Exhibition (Norges Jubilæumsutstilling),1914,FALSE,55.67346,12.59765,2623186,Christiania,DNK,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
355,1914,Baltimore,United States,National Star-Spangled Banner Centennial Celebration,1914,FALSE,39.29038,-76.61219,4347778,Baltimore,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
356,1914,Genoa,Italy,International exhibition of marine and maritime hygiene,1914,FALSE,44.40478,8.94439,3176219,Genoa,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
357,1915,Casablanca,Morocco,Casablanca Fair of 1915,1915,FALSE,33.58831,-7.61138,2553604,Casablanca,MAR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
358,1915,San Francisco,United States,Panama – Pacific International ExpositionPalace of Fine Arts,1915,FALSE,37.77493,-122.41942,5391959,San Francisco,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
359,1915,Panama City,Panama,Exposición Nacional de Panama (1915),1915,FALSE,8.9936,-79.51973,3703443,Panama City,PAN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
360,1915,Richmond,United States,Negro Historical and Industrial Exposition (1915),1915,FALSE,37.55376,-77.46026,4781708,Richmond,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
361,1915,Chicago,United States,Lincoln Jubilee and Exposition (1915),1915,FALSE,41.85003,-87.65005,4887398,Chicago,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
362,1915-1916,San Diego,United States,Panama – California Exposition,1915,FALSE,32.71571,-117.16472,5391811,San Diego,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
363,1916,Wellington,New Zealand,British Commercial and Industrial Exhibition,1916,FALSE,-41.28664,174.77557,2179537,Wellington,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
364,1918,New York City,United States,"Bronx International Exposition of Science, Arts and Industries",1918,FALSE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
365,1918,Los Angeles,United States,California Liberty Fair (1918),1918,FALSE,34.05223,-118.24368,5368361,Los Angeles,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
366,1920,Adelaide,Australia,All-Australian Peace Exhibition,1920,FALSE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
367,1920,Shanghai,China,American-Chinese Exposition,1920,FALSE,31.22222,121.45806,1796236,Shanghai,CHN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
368,1921,Riga,Latvia,International Exhibition of Agriculture and Industry,1921,FALSE,56.946,24.10589,456172,Riga,LVA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
369,1921,Wellington,New Zealand,Exhibition of New Zealand Industries,1921,FALSE,-41.28664,174.77557,2179537,Wellington,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
370,1921,London,United Kingdom,International Exhibition of Rubber and Other Tropical Products (1921),1921,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
371,1922,Marseille,France,Exposition nationale coloniale (1922),1922,FALSE,43.29695,5.38107,2995469,Marseille,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
372,1922,Tokyo,Japan,Peace Exhibition (1922),1922,FALSE,35.6895,139.69171,1850147,Tokyo,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
373,1922,Christchurch,New Zealand,Exhibition of New Zealand Industries,1922,FALSE,-43.53333,172.63333,2192362,Christchurch,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
374,1922-1923,Rio de Janeiro,Brazil,Exposição do Centenario do Brasil (1922),1922,FALSE,-22.90642,-43.18223,3451190,Rio de Janeiro,BRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
375,1923,Auckland,New Zealand,Dominion Industrial Exhibition,1923,FALSE,-36.84853,174.76349,2193733,Auckland,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
376,1923,Los Angeles,United States,American Historical Review and Motion Picture Exposition (1923),1923,FALSE,34.05223,-118.24368,5368361,Los Angeles,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
377,1923,Calcutta,India,Calcutta Exhibition (1923) preparatory to British Empire Exhibition,1923,FALSE,11.6,92.73333,1275003,Calicut,IND,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
378,1923,Moscow,Soviet Union,All-Russian Agricultural and Domestic Industries Exhibition,1923,FALSE,55.75204,37.61781,524901,Moscow,RUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
379,1923,Gothenburg,Sweden,Gothenburg Exhibition (1923) (Jubileumsutställningens i Göteborg) (Liseberg),1923,FALSE,57.70716,11.96679,2711537,Gothenburg,SWE,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
380,1923-1924,Hokitika,New Zealand,British and Intercolonial Exhibition,1923,FALSE,-42.71667,170.96667,2206894,Hokitika,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
381,1924,Wembley,United Kingdom,British Empire Exhibition,1924,FALSE,51.55242,-0.29686,2634549,Wembley,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
382,1924,New York City,United States,French Exposition (1924),1924,FALSE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
383,1924,1925 Buenos Aires,Argentina,Industrial Exposition,1924,FALSE,-34.61315,-58.37723,3435910,Buenos Aires,ARG,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
384,1925,Adelaide,Australia,All-Australian Exhibition,1925,FALSE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
385,1925,Wellington,New Zealand,Dominion Industrial Exhibition,1925,FALSE,-41.28664,174.77557,2179537,Wellington,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
386,1925,San Francisco,United States,California's Diamond Jubilee (1925),1925,FALSE,37.77493,-122.41942,5391959,San Francisco,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
387,1925,Paris,France,International Exhibition of Modern Decorative and Industrial Arts,1925,FALSE,48.85341,2.3488,2988507,Paris,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
388,1925-1926,Dunedin,New Zealand,New Zealand and South Seas International Exhibition,1925,FALSE,-45.87416,170.50361,2191562,Dunedin,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
389,1926,Philadelphia,United States,Sesquicentennial Exposition,1926,FALSE,39.95238,-75.16362,4560349,Philadelphia,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
390,1926,Berlin,Germany,Internationale Polizeiausstellung (1926),1926,FALSE,52.52437,13.41053,2950159,Berlin,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
391,1927,Lyon,France,Foire internationale (1925),1927,FALSE,45.74906,4.84789,2996944,Lyon,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
392,1927,Stuttgart,Germany,Werkbund Exhibition,1927,FALSE,48.78232,9.17702,2825297,Stuttgart,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
393,1928,Cologne,Germany,International Press Exhibition,1928,FALSE,45.57862,9.9418,3178287,Cologne,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
394,1928,Long Beach,United States,Pacific Southwest Exposition (1928),1928,FALSE,33.76696,-118.18923,5367929,Long Beach,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
395,1929,Newcastle upon Tyne,United Kingdom,North East Coast Exhibition,1929,FALSE,54.97328,-1.61396,2641673,Newcastle upon Tyne,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
396,1929,Hangzhou,China,Westlake Exposition,1929,FALSE,30.29365,120.16142,1808926,Hangzhou,CHN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
397,1929-1930,Seville,Spain,Ibero-American Exposition of 1929,1929,FALSE,37.39141,-5.95918,6361046,Seville,ESP,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
398,1929-1930,Barcelona,Spain,1929 Barcelona International Exposition,1929,FALSE,41.38879,2.15899,3128760,Barcelona,ESP,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
399,1930,Adelaide,Australia,All-Australian Exhibition,1930,FALSE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
400,1930,Antwerp,Belgium,"Exposition internationale coloniale, maritime et d'art flamand",1930,FALSE,51.22047,4.40026,2803138,Antwerpen,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
401,1930,Liège,Belgium,"Exposition internationale de la grande industrie, sciences et applications, art wallon ancien",1930,FALSE,50.63373,5.56749,2792413,Liège,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
402,1930,Oran,Algeria,Oran Exposition,1930,FALSE,35.69906,-0.63588,2485926,Oran,DZA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
403,1930,Dresden,Germany,International Hygiene Exposition,1930,FALSE,51.05089,13.73832,2935022,Dresden,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
404,1930,Stockholm,Sweden,"Stockholm Exhibition (1930) (Utställningen av konstindustri, konsthandverk och hemslöjd)",1930,FALSE,59.32938,18.06871,2673730,Stockholm,SWE,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
405,1930,Trondheim,Norway,Trøndelag Exhibition,1930,FALSE,63.43049,10.39506,3133880,Trondheim,NOR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
406,1931,Paris,France,Paris Colonial Exposition,1931,FALSE,48.85341,2.3488,2988507,Paris,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
407,1931,Berlin,Germany,International Building Exposition,1931,FALSE,52.52437,13.41053,2950159,Berlin,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
408,1932,Tel Aviv,Mandatory Palestine,Levant Fair,1932,FALSE,32.08088,34.78057,293397,Tel Aviv,ISR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
409,1933,Tokyo,Japan,Women's and Children International Exhibition,1933,FALSE,35.6895,139.69171,1850147,Tokyo,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
410,1933-1934,Buenos Aires,Argentina,Industrial Exposition,1933,FALSE,-34.61315,-58.37723,3435910,Buenos Aires,ARG,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
411,1933-1934,Chicago,United States,Century of Progress International Exposition,1933,FALSE,41.85003,-87.65005,4887398,Chicago,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
412,1934,Melbourne,Australia,Centenary All Australian Exhibition,1934,FALSE,-37.814,144.96332,2158177,Melbourne,AUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
413,1934,Porto,Portugal,Portuguese colonial exhibition,1934,FALSE,41.1485,-8.61097,2735943,Porto,PRT,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
414,1934,Tel Aviv,Mandatory Palestine,Levant Fair,1934,FALSE,32.08088,34.78057,293397,Tel Aviv,ISR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
415,1935,Yokohama,Japan,Grand Yokohama Exposition,1935,FALSE,35.43333,139.65,1848354,Yokohama,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
416,1935,Moscow,Soviet Union,All-Union Agricultural Exhibition (VSKhV),1935,FALSE,55.75204,37.61781,524901,Moscow,RUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
417,1935,Brussels,Belgium,Brussels International Exposition (1935),1935,FALSE,50.85045,4.34878,2800866,Brussels,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
418,1935,Porto Alegre,Brazil,Farroupilha Revolution centennial fair,1935,FALSE,-30.03283,-51.23019,3452925,Porto Alegre,BRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
419,1935,Taipei. Taiwan,NA,The Taiwan Exposition: In Commemoration of the First Forty Years of Colonial Rule,1935,FALSE,25.05306,121.52639,1668341,Taipei,TWN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
420,1935-1936,San Diego,California United States,California Pacific International Exposition,1935,FALSE,32.71571,-117.16472,5391811,San Diego,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
421,1936,Adelaide,Australia,Adelaide Centennial Exhibition,1936,FALSE,-34.92866,138.59863000000001,2078025,Adelaide,AUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
422,1936,Stockholm,Sweden,ILIS 1936,1936,FALSE,59.32938,18.06871,2673730,Stockholm,SWE,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
423,1936,Tel Aviv,Mandatory Palestine,Levant Fair,1936,FALSE,32.08088,34.78057,293397,Tel Aviv,ISR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
424,1936,Cleveland,United States,Great Lakes Exposition,1936,FALSE,41.4995,-81.69541,5150529,Cleveland,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
425,1936,Dallas,United States,Texas Centennial Exposition,1936,FALSE,32.78306,-96.80667,4684888,Dallas,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
426,1936-1937,Johannesburg,South Africa,"Empire Exhibition, South Africa",1936,FALSE,-26.20227,28.04363,993800,Johannesburg,ZAF,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
427,1937,Cleveland,United States,Great Lakes Exposition,1937,FALSE,41.4995,-81.69541,5150529,Cleveland,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
428,1937,Dallas,United States,Greater Texas & Pan-American Exposition,1937,FALSE,32.78306,-96.80667,4684888,Dallas,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
429,1937,Berlin,Germany,International Hunting Exposition,1937,FALSE,52.52437,13.41053,2950159,Berlin,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
430,1937,Düsseldorf,Germany,Reichsausstellung Schaffendes Volk,1937,FALSE,51.22319,6.77927,2934246,Düsseldorf,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
431,1937,Miami,United States,Pan American Fair (1937),1937,FALSE,25.77427,-80.19366,4164138,Miami,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
432,1937,Paris,France,Exposition Internationale des Arts et Techniques dans la Vie Moderne (1937),1937,FALSE,48.85341,2.3488,2988507,Paris,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
433,1937,Nagoya,Japan,Nagoya Pan-Pacific Peace Exposition,1937,FALSE,35.18147,136.90641,1856057,Nagoya,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
434,1938,Berlin,Germany,International Handiworks Exposition,1938,FALSE,52.52437,13.41053,2950159,Berlin,DEU,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
435,1938,Glasgow,United Kingdom,"Empire Exhibition, Scotland 1938",1938,FALSE,55.86515,-4.25763,2648579,Glasgow,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
436,1938,Helsinki,Finland,Second International Aeronautic Exhibition,1938,FALSE,60.16952,24.93545,658225,Helsinki,FIN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
437,1939,Wellington,New Zealand,New Zealand Centennial Exhibition,1939,FALSE,-41.28664,174.77557,2179537,Wellington,NZL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
438,1939,Liège,Belgium,Exposition internationale de l'eau (1939),1939,FALSE,50.63373,5.56749,2792413,Liège,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
439,1939,Zürich,Switzerland,Schweizerische Landesausstellung,1939,FALSE,47.36667,8.55,2657896,Zürich,CHE,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
440,1939,Moscow,Soviet Union,All-Union Agricultural Exhibition,1939,FALSE,55.75204,37.61781,524901,Moscow,RUS,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
441,1939-1940,New York City,United States,"1939 New York World's Fair (exhibits included The World of Tomorrow, Futurama, Trylon and Perisphere)",1939,FALSE,40.71427,-74.00597,5128581,New York City,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
442,1939-1940,San Francisco,United States,Golden Gate International Exposition,1939,FALSE,37.77493,-122.41942,5391959,San Francisco,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
443,1940,Lisbon,Portugal,Portuguese World Exhibition,1940,FALSE,38.72509,-9.1498,2267057,Lisbon,PRT,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
444,1940,Chicago,United States,American Negro Exposition,1940,FALSE,41.85003,-87.65005,4887398,Chicago,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
445,1940,Los Angeles,United States,Pacific Mercado (1940) (never held),1940,FALSE,34.05223,-118.24368,5368361,Los Angeles,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
446,1940,Naples,Italy,Mostra Triennale delle Terre Italiane d’Oltremare (Triennial Exhibition of Overseas Italian Territories),1940,FALSE,40.85216,14.26811,3172394,Naples,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
447,1940,Tokyo,Japan,Grand International Exposition of Japan (1940) (never held),1940,FALSE,35.6895,139.69171,1850147,Tokyo,JPN,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
448,1942,Los Angeles,United States,Cabrillo Fair (1942) (never held),1942,FALSE,34.05223,-118.24368,5368361,Los Angeles,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
449,1942,Rome,Italy,Esposizione universale (1942) (E42) (never held),1942,FALSE,41.89193,12.51133,3169070,Rome,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
450,1943,Stockholm,Sweden,Norwegian Exhibition,1943,FALSE,59.32938,18.06871,2673730,Stockholm,SWE,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
451,1947,Paris,France,International Exhibition on Urbanism and Housing,1947,FALSE,48.85341,2.3488,2988507,Paris,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
452,1948,Brussels,Belgium,Foire coloniale (1948),1948,FALSE,50.85045,4.34878,2800866,Brussels,BEL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
453,1949,Stockholm,Sweden,Universal Sport Exhibition,1949,FALSE,59.32938,18.06871,2673730,Stockholm,SWE,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
454,1949,Lyon,France,International Exhibition on Urbanism and Housing,1949,FALSE,45.74906,4.84789,2996944,Lyon,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
455,1949-1950,Port-au-Prince,Haiti,Exposition internationale du bicentenaire de Port-au-Prince,1949,FALSE,18.54349,-72.33881,3718426,Port-au-Prince,HTI,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
456,1951,Lille,France,The International Textile Exhibition,1951,FALSE,50.63391,3.05512,2998324,Lille,FRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
457,1951,London,United Kingdom,Festival of Britain – Skylon,1951,FALSE,51.50853,-0.12574,2643743,London,GBR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
458,1952,Colombo,Ceylon,Colombo Exhibition,1952,FALSE,6.93548,79.84868,1248991,Colombo,LKA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
