geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
nam,Namibia,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9512,9515,9517,9519,9522,9524,9527,9529,9532,9534,9537,9539,9542,9544,9547,9549,9552,9554,9557,9559,9562,9564,9567,9569,9572,9574,9577,9579,9582,9584,9587,9589,9592,9594,9597,9599,9602,9604,9607,9609,9612,9614,9616,9619,9621,9624,9626,9629,9631,9634,9636,9639,9641,9644,9646,9649,9651,9654,9656,9659,9661,9664,9666,9669,9671,9674,9676,9679,9678,9678,9678,9737,9858,10040,10230,10420,10610,10800,11000,11210,11700,12180,12670,13160,13650,14140,14630,15120,15610,16100,16590,17080,17570,18060,18550,19040,19520,20010,20500,20990,21480,21640,21980,22340,22730,23150,23600,24060,24560,25080,25630,26200,26800,27430,28100,28850,29700,30660,31720,32870,34090,35340,36580,37770,38880,39890,40750,41480,42110,42660,43180,43740,44380,45140,46040,47080,48270,49560,50900,52240,53540,54730,55790,56700,57450,58030,58440,58720,58930,59080,59220,59340,59480,59660,59930,60370,61060,62020,63230,64640,66170,67720,69160,70410,71430,72200
ner,Niger,58580,58580,58580,58580,58580,58580,58580,58580,58580,58580,58580,58600,58620,58670,58730,58800,58890,59000,59110,59250,59400,59560,59750,59940,60160,60380,60630,60890,61160,61460,61760,62090,62420,62740,63080,63410,63740,64080,64410,64750,65090,65430,65780,66120,66470,66820,67170,67530,67880,68240,68600,68990,69380,69780,70180,70580,70990,71400,71800,72220,72630,73040,73460,73880,74310,74730,75160,75590,76020,76460,76900,77340,77780,78220,78670,79120,79570,80020,80480,80940,81400,81860,82330,82800,83270,83740,84220,84700,85190,85670,86160,86660,87150,87650,88150,88660,89160,89680,90190,90700,91220,91740,92260,92790,93320,93860,94390,94930,95470,96020,96560,97110,97670,98230,98790,99350,99920,100500,101000,101500,102100,102600,103100,103700,104200,104800,105300,105900,106400,107000,109000,111000,113000,115000,117000,119000,121000,122900,124900,126900,128900,130900,132900,134900,136900,138900,140900,142900,144900,146900,148800,150800,154900,159200,163900,168800,174000,179500,185100,190800,196500,202100,207500,212600,217600,222500,227500,232800,238500,244700,251400,258500,266000,273600,281300,289000,296700,304300,312000,319700,327700,336000,344800,354200,364400,375200,386800,399000,411600,424800,438500,452600,467200,482300,497800,513800,530100,546800,563900,581400,599300,617700,636600,656100,676400,697800,720300,744000,769200,795800,823800,853300,884000,916000,949100,983200
nga,Nigeria,547900,547900,547900,547900,547900,547900,547900,547900,547900,547900,547900,548000,548300,548600,549100,549600,550300,551100,552000,553000,554200,555400,556800,558300,559900,561600,563500,565400,567500,569700,572000,574500,577000,579400,581900,584400,586900,589400,591900,594500,597000,599600,602100,604700,607300,609900,612500,615100,617800,620400,623100,625800,628500,631300,634100,636800,639600,642400,645200,648000,650900,653700,656600,659400,662300,665200,668100,671100,674000,676900,679900,682900,685900,688800,691800,694900,697900,700900,704000,707100,710100,713200,716300,719500,722600,725700,728900,732100,735300,738500,741700,745000,748200,751500,754800,758100,761400,764700,768100,771400,774800,778200,781600,785000,788400,791900,795300,798800,802300,805800,809300,812800,816400,820000,823500,827100,830800,834400,837900,841500,845100,848300,851100,853500,855900,858300,859500,860600,863100,864200,906800,949400,992000,1035000,1077000,1120000,1162000,1205000,1247000,1290000,1333000,1375000,1418000,1460000,1503000,1545000,1588000,1631000,1673000,1716000,1758000,1773000,1804000,1836000,1869000,1904000,1941000,1978000,2017000,2056000,2096000,2136000,2176000,2217000,2259000,2304000,2352000,2406000,2465000,2530000,2600000,2677000,2757000,2841000,2926000,3013000,3100000,3187000,3273000,3358000,3441000,3522000,3600000,3677000,3753000,3828000,3903000,3979000,4056000,4136000,4220000,4307000,4398000,4494000,4595000,4700000,4810000,4925000,5044000,5166000,5290000,5416000,5543000,5670000,5797000,5924000,6052000,6182000,6313000,6444000,6573000,6698000,6817000,6928000,7033000,7133000
nic,Nicaragua,9391,9391,9391,9391,9391,9391,9391,9391,9391,9391,9391,9398,9413,9435,9464,9501,9546,9599,9660,9729,9806,9892,9986,10090,10200,10320,10450,10590,10740,10900,11060,11240,11420,11610,11790,11980,12180,12370,12570,12770,12980,13180,13370,13570,13760,13940,14120,14290,14460,14620,14780,14940,15090,15240,15380,15510,15640,15760,15880,15990,16090,16190,16300,16410,16530,16650,16780,16920,17060,17210,17360,17520,17690,17830,18010,18200,18400,18580,18800,19020,19250,19470,19700,19940,20160,20400,20650,20890,21140,21390,21640,21900,22160,22420,22690,22960,23240,23530,23830,24140,26280,26640,26980,27360,27760,28180,28590,29000,29440,29870,30320,30770,31240,31590,32050,32530,33140,33640,34130,34630,34960,35300,35490,35850,36040,36400,36580,36770,36950,37130,38690,40250,41810,43370,44930,46490,48050,49610,51170,52730,54290,55850,57410,58970,60530,62090,63650,65210,66770,68330,69890,71880,75630,78940,81820,84270,86300,87940,89230,90260,91130,91940,92840,93930,95320,97080,99260,101800,104600,107700,111000,114500,118000,121600,125100,128600,131900,135200,138400,141400,144100,146400,148300,149700,150700,151200,151200,150900,150400,149700,148800,147700,146600,145300,144000,142600,141100,139600,138000,136400,135000,133700,132600,131800,131100,130600,130200,129600,129000,128100,127200,126000,124800,123600,122400,121200
nld,Netherlands,81490,81630,81770,81910,82050,82190,82330,82470,82610,82750,82900,83090,83330,83630,83990,84410,84870,85360,85880,86440,87030,87650,88280,88940,89630,90360,91130,91940,92810,93710,94670,95680,96700,97700,98690,99680,100600,101500,102400,103300,100800,101200,101600,102000,102400,102700,103600,104400,105300,106000,105400,104700,104000,103200,103900,104600,105300,106000,106700,109900,113200,116600,120000,123300,123300,123300,123400,123400,123300,125500,127700,130000,132400,134600,136100,137500,139000,140400,142000,142200,142400,142600,142900,143100,144200,145700,146900,148000,149200,151000,152800,154700,156700,158700,158800,159000,159200,159500,159800,167200,164700,169700,169800,170900,172100,171400,171700,172400,172800,171600,169900,166900,170300,173400,176900,169200,174600,175700,173100,170000,194500,190500,183900,187300,182900,179500,178200,175900,178800,176800,179100,181500,183800,186100,188500,190800,193200,195500,197800,200200,202500,204900,207200,209500,211900,214200,216600,218900,221200,223600,225900,226200,226800,227900,229400,231200,233400,235900,238600,241500,244200,246700,248700,250000,250200,249200,246800,242800,237600,231300,224100,216300,208200,200300,193000,186500,181200,177100,174100,172300,171700,172100,173300,175200,177400,179800,182300,184800,187300,189500,191400,192900,194000,194800,195200,195500,195700,196100,196600,197200,197700,197900,197500,196400,194700,192400,189700,186900,184200,181800,179900,178500,177600,177100,177100,177400
nor,Norway,26060,24720,23890,25790,24330,26880,27380,26810,25240,20360,24700,25590,27520,24440,23110,29090,33640,31400,30040,31450,33170,34940,33500,34900,33760,36120,37080,34470,34640,37090,36050,34970,34170,35520,37100,38650,35240,34780,37130,33060,34870,37720,39340,39030,39150,41290,41540,41630,40690,44350,43380,45240,44580,46530,50460,49860,48610,50440,51760,54330,52550,49030,51760,53360,52450,53060,53290,51000,50550,50020,50950,51670,53250,53480,55930,57300,57730,58440,58420,60090,58230,57100,58570,59660,61350,61430,60510,61740,60070,58980,60960,62110,60220,62330,61440,63760,63520,64430,65770,65610,65760,66760,66060,65200,64040,62620,62190,61420,61760,63260,61470,61760,61400,61290,62090,58950,61130,63940,63440,59520,69320,64550,62820,61690,58020,54030,54110,50150,49870,48380,49020,49670,50310,50960,51600,52250,52890,53540,54180,54830,55470,56120,56760,57400,58050,58690,59340,59980,60630,61270,61920,62080,62370,62620,62830,62990,63110,63200,63270,63340,63440,63590,63800,64060,64340,64570,64700,64640,64370,63840,63040,61920,60570,59040,57430,55810,54280,52900,51740,50880,50380,50260,50500,51030,51810,52790,53910,55090,56270,57360,58310,59060,59640,60020,60220,60210,59970,59540,58970,58350,57780,57380,57230,57340,57710,58240,58800,59260,59540,59640,59610,59590,59690,60010,60570,61340
npl,Nepal,165900,165900,165900,165900,165900,165900,165900,165900,165900,165900,165900,165900,166000,166100,166200,166300,166500,166700,167000,167300,167600,167900,168300,168700,169100,169600,170100,170600,171200,171800,172400,173000,173700,174400,175000,175700,176400,177100,177700,178400,179100,179800,180500,181200,181900,182500,183200,183900,184700,185400,186100,186900,187700,188500,189300,190100,190900,191700,192500,193300,194100,195000,195800,196700,197600,198500,199400,200300,201300,202200,203200,204200,205200,206200,207200,208300,209400,210400,211500,212700,213800,215000,216200,217300,218500,219600,220700,221900,222900,223800,224700,225500,226300,227000,227600,228100,228700,229300,230000,230800,231600,232600,233400,234500,235700,237000,238300,239500,240800,242200,243500,244800,246100,247900,250100,252800,255500,258200,260800,263500,266200,269000,271700,274500,277300,280200,282600,285600,288100,290600,296600,302600,308600,314600,320500,326500,332500,338500,344500,350500,356500,362500,368500,374500,380500,386500,392500,398500,404400,410400,416400,418600,422800,426900,430800,434500,438000,441500,444800,448200,451700,455500,459700,464400,469700,475700,482200,489400,497000,505200,513900,523200,533200,543700,554800,566300,578000,589800,601600,613200,624600,635700,646500,657100,667600,677800,688000,698000,707900,717600,727100,736500,745700,754500,762200,768500,772400,773800,772200,767800,760600,751000,739600,727000,713600,699400,684100,667600,650400,633100,616700,602500,591400,583500,578900,577200
nzl,New Zealand,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3703,3697,3685,3667,3644,3615,3581,3542,3498,3450,3397,3347,3300,3257,3217,3181,3148,3119,3094,3072,3054,3043,3044,3058,3084,3124,3176,3241,3319,3411,3516,3644,3790,3955,4142,4605,4680,5169,5299,5455,5933,6448,6441,6688,7784,8903,9950,10460,11150,11830,12740,13020,13430,13990,15200,16120,17600,18300,19480,19550,20600,20070,20450,20510,20980,20620,20380,20230,20110,19770,19720,19790,19330,19450,19660,19660,19710,19840,20090,20040,20880,21990,22060,23240,24130,25040,25570,26490,27330,27830,27330,27720,28950,29240,29590,29120,29890,29640,27360,25630,31020,29730,30160,29120,29200,29270,29690,29090,28440,28010,28970,29920,30880,31840,32790,33750,34710,35660,36620,37580,38530,39490,40450,41400,42360,43310,44270,45230,46180,47140,48100,49020,50840,52600,54320,55970,57570,59080,60480,61720,62740,63500,63930,64050,63880,63520,63130,62800,62600,62500,62400,62130,61530,60550,59200,57580,55840,54150,52700,51590,50890,50640,50770,51190,51850,52690,53680,54740,55780,56740,57520,58030,58290,58290,58080,57680,57170,56640,56180,55880,55840,56170,56860,57850,59060,60350,61510,62400,62900,63000,62720,62160,61480,60850,60320,59940
omn,Oman,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15070,15070,15080,15090,15100,15110,15120,15140,15160,15180,15200,15230,15260,15280,15320,15350,15380,15420,15460,15510,15550,15600,15640,15680,15730,15770,15820,15860,15910,15960,16000,16050,16090,16140,16190,16230,16280,16330,16370,16420,16470,16510,16560,16600,16650,16700,16740,16790,16840,16880,16930,16980,17040,17090,17140,17200,17260,17310,17370,17440,17500,17560,17620,17690,17760,17830,17900,17980,18060,18140,18220,18290,18370,18450,18530,18620,18700,18780,18860,18940,19020,19110,19190,19270,19360,19440,19530,19610,19700,19780,19870,19960,20040,20130,20220,20310,20390,20480,20570,20660,20750,20840,20910,20950,20960,20980,20990,21010,21020,21040,21050,21070,21080,21100,21120,21160,21230,21280,21350,21400,21460,21510,21570,21620,21670,21730,21780,21840,21890,21940,22000,22050,22110,22160,22210,22270,22320,22380,22430,22480,22700,23130,23590,24060,24550,25060,25590,26140,26700,27290,27890,28520,29170,29860,30590,31340,32120,32960,33890,34980,36300,37880,39740,41870,44250,46860,49610,52420,55210,57920,60520,62980,65230,67220,68840,70000,70700,70920,70690,70050,69060,67800,66400,64920,63380,61790,60130,58460,56870,55440,54270,53430,53020,53120,53870,55430,57760,60730,64200,67910,71610,75020,77910,80110,81490
pak,Pakistan,597600,598800,599900,601100,602300,603500,604700,605900,607100,608300,609500,610800,612000,613400,614700,616100,617600,619100,620600,622200,623800,625500,627200,629000,630800,632600,634500,636400,638400,640400,642500,644600,646700,648900,651000,653100,655300,657500,659600,661800,664000,666200,668400,670600,672800,675000,677200,679400,681700,683900,686200,688500,690800,693200,695500,697800,700200,702600,705000,707300,709700,712200,714700,717300,720000,722800,725600,728500,731500,734500,737600,740800,744100,747100,750600,754100,757700,761300,765100,769100,773100,777000,781000,785100,789100,793200,797300,801300,805500,809700,813800,818100,822300,826500,830800,835100,839400,843800,848100,852500,856900,861400,865800,870300,874800,879300,883800,888300,892900,897600,902200,906800,911500,917200,923900,931600,939300,947100,954900,962800,970700,978700,986700,994900,1003000,1011000,1020000,1028000,1036000,1048000,1073000,1098000,1122000,1147000,1172000,1197000,1221000,1246000,1271000,1295000,1320000,1345000,1369000,1394000,1419000,1443000,1468000,1493000,1518000,1542000,1567000,1586000,1625000,1666000,1708000,1752000,1797000,1844000,1892000,1940000,1990000,2041000,2092000,2143000,2195000,2246000,2298000,2349000,2400000,2453000,2507000,2565000,2627000,2693000,2765000,2843000,2926000,3014000,3108000,3206000,3310000,3421000,3540000,3664000,3790000,3913000,4027000,4128000,4214000,4283000,4336000,4374000,4402000,4425000,4444000,4457000,4462000,4457000,4445000,4429000,4417000,4417000,4435000,4475000,4537000,4619000,4719000,4828000,4939000,5045000,5143000,5229000,5304000,5366000,5416000,5451000
pan,Panama,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2977,2982,2990,3001,3014,3030,3049,3071,3096,3124,3154,3188,3226,3266,3310,3357,3407,3461,3519,3580,3645,3711,3778,3846,3916,3986,4058,4132,4207,4283,4359,4436,4512,4589,4666,4744,4821,4899,4976,5054,5132,5210,5288,5366,5444,5522,5600,5679,5757,5834,5912,5991,6072,6153,6235,6319,6403,6489,6576,6664,6754,6844,6932,7025,7120,7215,7308,7407,7507,7608,7707,7811,7916,8019,8127,8237,8345,8457,8571,8687,8804,8922,9043,9165,9288,9422,9565,9719,9882,10660,10890,11120,11330,11560,11810,12060,12290,12670,13060,13460,13880,14310,14420,14660,15020,15380,15740,16750,17820,18680,19290,19640,19620,19600,19580,19570,19560,19490,19500,20270,21050,21830,22600,23380,24160,24930,25710,26490,27260,28040,28810,29590,30370,31140,31920,32700,33470,34250,35030,35800,36370,37520,38680,39850,41040,42240,43450,44670,45880,47090,48280,49440,50550,51620,52650,53640,54600,55530,56430,57260,58010,58650,59190,59630,59980,60260,60490,60710,60940,61190,61490,61820,62180,62570,62980,63370,63740,64070,64400,64750,65180,65740,66410,67180,67980,68720,69330,69760,70020,70140,70210,70310,70500,70810,71250,71790,72370,72960,73500,73980,74380,74690,74910,75060,75130
per,Peru,61760,61760,61770,61780,61780,61790,61800,61800,61810,61820,61820,61870,61960,62090,62270,62480,62750,63050,63410,63800,64250,64740,65280,65870,66500,67190,67930,68720,69560,70460,71400,72410,73420,74460,75500,76560,77640,78720,79830,80950,82090,83240,84400,85570,86760,87960,89180,90410,91650,92900,94170,95470,96780,98110,99450,100800,102200,103600,105000,106400,107800,109300,110700,112200,113700,115200,116700,118300,119800,121400,123000,124600,126200,127800,129400,131100,132800,134400,136200,137900,139600,141400,143200,145000,146800,148600,150300,152100,153800,155400,156900,158300,159700,161200,162700,164200,165700,167300,169100,171000,173000,174800,176800,178800,180800,182900,184900,187000,189100,191200,193400,195600,197800,200000,202300,204600,206900,209200,211600,213900,216500,219400,222500,225700,228900,232100,235400,238800,242200,245600,251800,258000,264300,270500,276700,282900,289200,295400,301600,307800,314100,320300,326500,332800,339000,345200,351400,357700,363900,370100,376300,380600,389400,398700,408600,418900,429800,441000,452700,464700,476700,488700,500400,511700,522200,531900,540300,547700,554000,559600,565000,570800,577400,585000,593300,601900,609900,616600,621600,624900,627000,628500,630400,633100,636900,641500,646600,651500,655600,658700,660400,660400,659100,656600,653100,648800,644000,638800,633700,628800,624400,620500,617100,614000,611600,609900,609200,609500,610700,612500,614600,616400,617500,617700,616700,614700
phl,Philippines,84580,84100,83740,83260,82770,82290,81930,87520,86460,85400,84340,83340,82420,85320,88320,91410,94610,97920,98960,100100,101400,102700,104100,106200,108300,110600,113000,115600,115800,116000,116300,116700,117100,116700,116400,116000,115500,115000,115800,116700,117600,118400,119300,123000,126700,130600,134500,138500,142100,145800,149500,153400,157300,159800,162300,164900,167500,170200,173600,177100,180700,184300,187900,190200,192400,194700,196900,199100,203000,207000,211100,215100,219200,219600,219900,220000,220100,218500,216700,214800,223400,232100,241100,250300,259500,269100,277900,293300,277600,253600,244900,264600,279500,281200,288900,286500,297000,303600,299200,303300,307700,312300,316600,321900,262100,289000,261500,303700,323800,294300,338000,350800,356800,366200,396000,379700,390600,400800,393100,367400,410300,425900,437000,450500,453700,456900,460700,488500,502100,514000,534600,555200,575900,596500,617100,637800,658400,679000,699700,720300,740900,761600,782200,802800,823500,844100,864700,885400,906000,926600,947300,957900,979400,1001000,1024000,1047000,1070000,1094000,1119000,1143000,1168000,1192000,1217000,1241000,1265000,1288000,1311000,1334000,1358000,1381000,1406000,1433000,1463000,1495000,1528000,1564000,1600000,1635000,1670000,1704000,1737000,1770000,1802000,1835000,1869000,1902000,1934000,1965000,1994000,2020000,2046000,2070000,2093000,2117000,2142000,2168000,2196000,2226000,2257000,2287000,2314000,2335000,2347000,2352000,2348000,2338000,2325000,2312000,2302000,2298000,2298000,2304000,2314000,2325000,2337000,2349000
