geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
lso,Lesotho,11270,11270,11270,11270,11270,11270,11270,11270,11270,11270,11270,11270,11280,11290,11310,11330,11360,11380,11420,11460,11500,11540,11590,11650,11710,11770,11840,11910,11990,12070,12160,12250,12340,12440,12530,12630,12720,12820,12910,13010,13110,13210,13310,13410,13510,13610,13710,13820,13920,14030,14130,14240,14340,14450,14560,14670,14780,14890,15000,15120,15230,15340,15460,15580,15690,15810,15930,16050,16170,16290,16410,16540,16660,16780,16910,17040,17160,17290,17420,17550,17680,17810,17940,18080,18210,18350,18490,18620,18760,18900,19050,19190,19330,19480,19630,19770,19920,20070,20220,20370,20530,20680,20830,20990,21150,21310,21470,21620,21790,21950,22120,22280,22450,22620,22790,22960,23130,23300,23480,23660,23840,24020,24200,24380,24560,24750,24930,25120,25310,25500,25770,26040,26310,26580,26850,27120,27390,27660,27930,28200,28470,28730,29000,29270,29540,29810,30080,30350,30620,30890,31160,31370,31810,32270,32740,33240,33750,34280,34840,35420,36030,36670,37340,38050,38800,39590,40420,41290,42190,43120,44080,45060,46070,47080,48100,49100,50090,51060,51990,52860,53650,54330,54890,55340,55680,55920,56090,56200,56300,56410,56580,56860,57250,57720,58240,58730,59070,59210,59100,58760,58220,57550,56860,56270,55820,55590,55640,55920,56400,57040,57780,58560,59300,59930,60410,60720
ltu,Lithuania,33480,33390,33300,33200,33110,33020,32920,32830,32740,32640,32550,32470,32400,32350,32320,32290,32290,32290,32310,32350,32400,32460,32540,32630,32740,32860,33000,33140,33310,33490,33680,33890,34100,34300,34510,34720,34940,35150,35360,35580,35790,36010,36230,36440,36660,36880,37110,37330,37550,37780,38000,38230,38460,38690,38920,39150,39380,39610,39850,40080,40320,40560,40790,41030,41270,41510,41760,42000,42240,42480,42730,42980,43220,43460,43710,43960,44210,44450,44700,44950,45210,45450,45710,45960,46210,46470,46730,46980,47240,47500,47760,48030,48290,48560,48820,49090,49350,49620,49890,50160,50420,50700,50960,51230,51500,51780,52050,52310,52590,52860,53140,53410,53690,53960,54240,54520,54800,55080,55360,55630,55910,56190,56470,56750,57030,57310,57590,57870,58150,58430,58220,58010,57800,57590,57380,57170,56960,56750,56540,56330,56120,55910,55700,55490,55280,55070,54860,54650,54440,54230,54020,54900,56530,57880,58960,59760,60290,60560,60580,60350,59920,59310,58570,57760,56920,56140,55480,54950,54570,54310,54160,54020,53850,53600,53290,52950,52660,52480,52470,52640,53010,53610,54380,55230,56050,56730,57120,57140,56740,55890,54570,52810,50720,48430,46030,43610,41230,38940,36800,34870,33250,32020,31160,30640,30420,30430,30590,30810,30980,31080,31050,30890,30660,30410,30140,29900
lux,Luxembourg,4325,4325,4317,4317,4317,4317,4309,4309,4309,4309,4301,4303,4305,4309,4307,4313,4321,4323,4334,4346,4360,4367,4383,4401,4421,4433,4455,4479,4505,4523,4551,4572,4602,4623,4644,4675,4696,4718,4749,4771,4802,4824,4846,4878,4900,4923,4955,4977,5000,5033,5271,5455,5066,4990,5172,4891,5190,5225,5461,5824,5579,5531,5423,5719,5601,5545,5444,5560,5516,5647,5816,5617,5687,5838,5994,5639,6315,6165,5988,6192,5974,6049,5931,5753,6211,5800,6003,5857,5738,5784,5649,5932,5699,5964,5861,5965,5972,6218,6128,6457,6456,6784,6763,6742,6720,6697,6517,6516,6530,6530,6529,6324,6101,5890,5660,5443,5418,5378,5352,5310,5283,5240,5195,5135,5089,5042,5123,5205,5272,5356,5301,5247,5192,5138,5083,5028,4974,4919,4864,4810,4755,4701,4646,4591,4537,4482,4427,4373,4318,4264,4209,4267,4384,4499,4613,4725,4834,4940,5039,5128,5200,5251,5276,5270,5233,5163,5059,4928,4777,4617,4458,4309,4177,4069,3989,3940,3923,3931,3958,3999,4048,4097,4143,4187,4227,4272,4330,4408,4511,4636,4777,4927,5074,5208,5323,5408,5459,5479,5472,5444,5405,5362,5326,5307,5308,5334,5385,5455,5539,5635,5744,5866,6000,6143,6291,6438
lva,Latvia,21680,21650,21610,21610,21570,21530,21500,21460,21460,21420,21380,21360,21340,21360,21370,21380,21400,21420,21500,21550,21610,21680,21750,21880,21980,22090,22200,22330,22510,22660,22820,22990,23160,23370,23540,23720,23890,24070,24290,24470,24650,24840,25020,25250,25440,25620,25810,26000,26240,26430,26630,26730,26870,26970,27060,27210,27310,27400,27550,27640,27790,27880,27980,28120,28210,28300,28450,28540,28630,28780,28870,28960,29100,29180,29330,29410,29500,29630,29720,29800,29940,30020,30100,30240,30310,30390,30530,30600,30740,30820,30890,31030,31100,31160,31310,31370,31440,31570,31710,31850,31990,32050,32180,32320,32460,32590,32730,32860,32990,33130,33260,33400,33530,33580,33710,33840,33970,34100,34230,34360,34490,34620,34750,34880,35000,34460,34030,33580,33130,32660,32670,32680,32690,32700,32710,32720,32740,32750,32760,32770,32780,32790,32800,32810,32820,32830,32840,32850,32860,32880,32890,33120,33560,33910,34170,34350,34440,34450,34370,34200,33940,33610,33210,32770,32350,32010,31850,31900,32160,32610,33170,33710,34140,34400,34480,34460,34440,34530,34820,35320,36040,36980,38030,39070,39970,40570,40700,40300,39330,37830,35840,33440,30840,28220,25740,23550,21790,20470,19590,19150,19100,19400,19900,20490,21060,21530,21830,21960,21920,21730,21420,21030,20640,20310,20050,19860
mar,Morocco,112600,113000,113400,113800,114200,114600,115000,115400,115800,116200,116700,117100,117600,118100,118600,119100,119600,120200,120800,121400,122000,122600,123300,124000,124700,125500,126200,127000,127800,128700,129500,130400,131300,132200,133100,134000,134900,135800,136700,137700,138600,139600,140500,141500,142400,143400,144400,145400,146300,147300,148300,149400,150400,151400,152400,153500,154500,155600,156600,157700,158800,159900,161000,162100,163200,164300,165400,166600,167700,168900,170100,171300,172500,173600,174800,176100,177300,178500,179800,181100,182300,183600,184900,186200,187500,188800,190200,191500,192800,194200,195600,197000,198400,199800,201200,202600,204000,205500,206900,208400,209900,211400,212800,214300,215900,217400,218900,220400,222000,223600,225200,226700,228300,230600,233500,237100,240700,244400,248100,251900,255700,259600,263600,267600,271700,275800,280100,284300,288700,293100,301200,309300,317400,325600,333700,341800,349900,358100,366200,374300,382400,390600,398700,406800,414900,423100,431200,439300,447400,455500,463700,472700,490800,508900,527100,545300,563400,581300,598900,615800,631500,645700,657900,667900,675600,681100,684600,686500,687500,688200,689100,690800,693500,697500,702800,709900,718900,729500,741000,752600,763200,771400,776400,778000,775900,770800,763700,755800,748000,740600,733600,726300,717900,708100,697000,684600,671300,657800,644800,633100,623600,617000,613600,613400,616500,622900,632400,644400,657600,671100,683400,693300,700100,703400,703000,699200
mda,Moldova,31540,31540,31540,31540,31540,31540,31540,31540,31540,31540,31540,31560,31580,31620,31680,31750,31840,31940,32050,32180,32320,32480,32660,32840,33050,33270,33510,33760,34030,34320,34620,34940,35260,35580,35910,36240,36570,36910,37250,37590,37930,38280,38630,38990,39350,39710,40080,40440,40820,41190,41570,41950,42330,42720,43110,43500,43900,44300,44710,45120,45530,45950,46370,46790,47220,47650,48090,48530,48980,49420,49880,50330,50790,51240,51710,52180,52660,53130,53620,54110,54600,55090,55590,56100,56600,57120,57650,58160,58700,59230,59780,60320,60870,61430,61990,62560,63130,63710,64110,64420,64720,65030,65330,65640,66050,66360,66670,66960,67270,67580,68000,68300,68610,68920,69240,69550,69970,70280,70590,70910,71220,71540,71960,72280,72590,72910,73220,72090,70820,69510,69500,69490,69480,69470,69460,69450,69440,69440,69430,69420,69410,69400,69390,69380,69370,69360,69350,69340,69330,69320,69310,70700,73340,75690,77740,79490,80920,82030,82780,83100,82950,82280,81100,79460,77510,75460,73560,72030,71000,70570,70720,71390,72360,73500,74730,76050,77500,79120,80910,82800,84740,86710,88600,90260,91530,92120,91760,90340,87910,84560,80540,76190,71870,67860,64310,61220,58440,55750,53030,50300,47750,45570,43960,43000,42670,42870,43440,44130,44730,45140,45260,45100,44740,44240,43630,42920
mdg,Madagascar,73200,73520,73840,74160,74480,74810,75130,75460,75790,76120,76480,76820,77170,77530,77910,78300,78700,79100,79530,79960,80400,80860,81330,81810,82310,82820,83340,83870,84410,84970,85540,86130,86720,87310,87910,88510,89120,89730,90340,90960,91580,92210,92840,93470,94110,94760,95400,96060,96720,97380,98040,98710,99380,100000,100700,101400,102100,102800,103500,104200,104900,105600,106300,107000,107800,108500,109200,110000,110700,111500,112200,113000,113700,114500,115300,116000,116800,117600,118400,119200,120000,120800,121600,122400,123300,124100,124900,125800,126600,127500,128300,129200,130100,131000,131900,132700,133600,134600,135500,136400,137300,138200,139200,140100,141000,142000,143000,143900,144900,145900,146900,147800,148900,149900,150900,151900,152900,154000,155000,156100,157100,158200,159300,160400,161500,162600,164100,165500,167100,168700,170300,171900,173500,175100,176700,178300,179900,181500,183100,184700,186400,188000,189600,191200,192800,194400,196000,197600,199200,200800,202500,204700,209300,213900,218600,223400,228300,233300,238300,243500,248800,254200,259900,265700,271900,278400,285500,293200,301500,310200,319500,329200,339200,349200,358900,367700,374900,380200,384000,386700,389300,393300,399800,409300,422000,437600,455100,473400,491300,508300,524300,539300,553700,568000,582000,595400,608000,619500,630000,639400,648000,655900,663600,671400,679600,688600,698700,709800,721900,735100,749300,764600,780700,797300,814300,831400
mdv,Maldives,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766,1767,1769,1771,1773,1776,1780,1784,1788,1793,1799,1805,1811,1819,1826,1834,1843,1852,1862,1873,1884,1895,1906,1917,1928,1939,1951,1962,1974,1985,1997,2008,2020,2032,2044,2056,2068,2080,2092,2104,2114,2124,2134,2145,2155,2165,2175,2186,2196,2207,2217,2228,2238,2249,2260,2271,2281,2292,2303,2314,2325,2336,2347,2358,2369,2381,2392,2403,2415,2426,2437,2449,2460,2472,2484,2495,2507,2519,2531,2543,2555,2567,2579,2591,2604,2616,2628,2641,2653,2666,2678,2691,2704,2716,2729,2742,2755,2768,2781,2789,2799,2796,2785,2774,2763,2752,2741,2734,2727,2719,2725,2745,2778,2812,2846,2872,2902,2929,2960,2951,2943,2934,2925,2917,2908,2899,2891,2882,2873,2865,2856,2847,2839,2830,2821,2813,2804,2795,2787,2778,2923,3205,3473,3726,3964,4187,4396,4589,4767,4929,5076,5208,5326,5431,5526,5610,5686,5756,5823,5888,5947,6002,6060,6129,6226,6371,6572,6830,7138,7483,7851,8215,8550,8840,9065,9218,9299,9314,9262,9142,8952,8704,8413,8093,7761,7431,7116,6828,6582,6390,6260,6189,6172,6204,6286,6416,6583,6773,6971,7160,7323,7451,7537,7573,7557
mex,Mexico,289700,290600,291600,292500,293400,294400,295300,296200,297200,298100,299100,300100,301100,302100,303200,304300,305500,306600,307800,309100,310300,311600,312900,314300,315700,317100,318600,320100,321600,323200,324800,326500,328100,329800,331400,333100,334800,336500,338200,339900,341600,343400,345300,347200,349300,351400,353700,356000,358400,360800,363400,366200,369000,371900,374900,378100,381300,384600,388000,391600,395200,399000,402900,406900,411000,415200,419400,423800,428300,432900,437700,442500,447400,452000,457200,462500,467900,473100,478900,484800,490700,496600,502700,508800,514900,521400,528000,534400,541400,548600,556300,564000,572000,580200,588700,597400,606300,614900,623500,632000,640300,623800,651800,658100,664200,670100,675200,681800,679500,675500,669900,662900,654000,645900,637700,629500,621300,613200,626900,640600,654500,671900,693300,701100,708900,716900,724900,732900,745500,758800,789000,819200,849400,879600,909800,940000,970200,1000000,1031000,1061000,1091000,1121000,1151000,1182000,1212000,1242000,1272000,1303000,1333000,1363000,1393000,1411000,1446000,1482000,1518000,1554000,1591000,1628000,1665000,1702000,1741000,1781000,1823000,1867000,1914000,1965000,2025000,2091000,2164000,2239000,2311000,2374000,2424000,2458000,2475000,2475000,2463000,2443000,2422000,2402000,2387000,2377000,2373000,2374000,2379000,2388000,2401000,2416000,2432000,2447000,2461000,2473000,2485000,2496000,2505000,2511000,2513000,2512000,2507000,2498000,2486000,2472000,2456000,2440000,2424000,2410000,2399000,2390000,2383000,2379000,2375000,2372000,2368000,2363000,2356000,2346000
mkd,North Macedonia,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16140,16150,16170,16200,16230,16270,16320,16380,16440,16510,16590,16680,16770,16870,16980,17090,17220,17350,17490,17640,17790,17950,18110,18270,18430,18590,18760,18920,19090,19260,19430,19600,19770,19950,20120,20300,20480,20660,20840,21030,21090,21150,21200,21260,21320,21370,21430,21480,21570,21620,21680,21730,22910,24070,24320,24580,24800,25060,25330,25560,25590,25590,25610,25600,25630,25620,25640,25620,25640,25620,25840,26030,26270,26460,26690,26890,27130,27330,27580,27780,28170,28560,28920,29320,29730,30150,30570,31000,31380,31810,31380,30990,30540,30080,29660,30140,30680,31170,31730,32290,32420,32540,32660,32780,32900,33080,33210,33320,33430,33550,33660,33830,33940,34060,34170,34280,34380,34560,34670,35400,36140,36870,37600,38340,39070,39810,40540,41270,42010,42740,43480,44210,44950,45680,46410,47150,47880,48620,49350,50080,49700,48950,48230,47530,46850,46210,45620,45070,44610,44260,44040,43970,44030,44190,44370,44460,44410,44160,43710,43110,42420,41740,41150,40680,40380,40250,40250,40320,40430,40520,40520,40400,40140,39730,39160,38490,37750,36980,36200,35410,34580,33680,32710,31690,30670,29680,28760,27950,27250,26640,26080,25540,24990,24430,23910,23450,23110,22900,22830,22860,22980,23130,23260,23350,23390
mli,Mali,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,60700,60720,60780,60860,60970,61100,61270,61460,61680,61930,62210,62520,62850,63220,63620,64040,64500,64990,65510,66060,66650,67260,67880,68510,69140,69780,70430,71080,71730,72400,73060,73740,74420,75110,75800,76500,77210,77920,78640,79370,80100,80860,81620,82390,83170,83960,84750,85550,86360,87180,88000,88840,89680,90520,91380,92240,93110,93990,94880,95780,96680,97600,98520,99420,100400,101300,102300,103200,104200,105200,106200,107100,108200,109200,110200,111200,112300,113300,114400,115500,116600,117700,118800,119900,121000,122200,123300,124500,125700,126900,128100,129300,130500,131700,133000,134200,135500,136700,138000,139300,140600,142000,143300,144700,146000,147400,148800,150200,151600,153000,154400,155800,157300,158700,160200,161700,163400,164900,166700,168500,172200,176000,179800,183600,187400,191100,194900,198700,202500,206300,210000,213800,217600,221400,225200,228900,232700,236500,240300,244100,247800,248300,249400,250600,252000,253600,255300,257200,259400,261600,264100,266800,269700,272800,276000,279600,283300,287300,291500,296000,300600,305400,310300,315300,320400,325500,330800,336300,341800,347600,353300,359000,364600,370100,375700,381300,387300,393800,400900,408700,417200,426400,436200,446500,457400,468900,481200,494200,508100,522700,538000,553900,570300,587000,603700,620300,636500,652200,667400,681900,695800,708900,721400,733600,745600,757600
mlt,Malta,5169,5169,5169,5169,5169,5169,5169,5169,5169,5169,5169,5171,5174,5179,5185,5193,5203,5215,5228,5243,5259,5277,5297,5319,5342,5368,5395,5423,5454,5486,5520,5556,5593,5629,5666,5703,5740,5777,5815,5853,5891,5929,5968,6007,6046,6085,6125,6165,6205,6246,6286,6328,6369,6411,6452,6495,6537,6580,6623,6666,6710,6753,6798,6842,6887,6932,6977,7023,7069,7115,7161,7208,7255,7302,7349,7397,7446,7493,7542,7592,7641,7678,7702,7740,7777,7802,7840,7877,7902,7940,7979,8004,8043,8082,8121,8146,8185,8225,8250,8290,8803,8951,9100,9252,9405,9560,9392,9221,9048,8873,8695,8480,8262,8041,7817,7589,7839,8092,8348,8607,8868,8864,8859,8854,8848,8842,8948,9055,9163,9271,9278,9285,9293,9300,9307,9314,9321,9329,9336,9343,9350,9357,9364,9372,9379,9386,9393,9400,9408,9415,9422,9368,9249,9110,8950,8769,8565,8338,8085,7801,7484,7130,6744,6335,5921,5532,5198,4941,4774,4703,4726,4834,4999,5192,5390,5570,5710,5805,5854,5858,5827,5780,5738,5715,5715,5733,5758,5773,5767,5736,5679,5603,5515,5421,5321,5210,5080,4924,4744,4547,4343,4147,3972,3829,3723,3654,3620,3610,3614,3627,3644,3661,3679,3698,3716,3734
mmr,Myanmar,147200,147200,147200,147200,147200,147200,147200,147200,147200,147200,147200,147200,147300,147300,147500,147600,147800,147900,148200,148400,148700,149000,149300,149700,150100,150500,150900,151400,151900,152400,153000,153500,154100,154700,155300,155900,156500,157100,157700,158300,158900,159500,160100,160800,161400,162000,162600,163200,163900,164500,165100,165800,166500,167100,167800,168500,169200,169900,170600,171300,172000,172900,174000,175400,177000,178800,180900,183300,185900,188900,192000,195500,199300,202000,206500,211400,216600,221200,227400,234000,240700,247200,254400,261800,268900,276700,284900,292700,301400,310500,319800,329600,339600,350100,361000,372200,383900,395200,406300,417000,427300,437200,448200,457100,465400,473100,480100,486900,494100,501400,508200,515200,520800,525400,530100,534800,539600,544400,547900,552600,557500,564000,569600,575600,581600,587800,593900,600200,606500,612800,624400,636000,647600,659300,670900,682500,694100,705700,717300,728900,740500,752100,763700,775300,786900,798500,810100,821700,833300,844900,856500,859900,866900,874500,882600,891100,900200,909800,919900,930600,941900,953900,966600,979900,993700,1008000,1023000,1037000,1052000,1067000,1082000,1097000,1112000,1128000,1144000,1160000,1177000,1194000,1211000,1227000,1240000,1249000,1251000,1247000,1238000,1224000,1205000,1185000,1165000,1146000,1131000,1119000,1111000,1107000,1106000,1109000,1115000,1125000,1136000,1148000,1158000,1164000,1166000,1162000,1152000,1136000,1116000,1092000,1066000,1040000,1016000,994200,976000,961400,950600,943500
mne,Montenegro,5210,5210,5210,5210,5210,5210,5210,5210,5210,5210,5210,5212,5216,5223,5232,5243,5257,5272,5290,5311,5334,5359,5387,5417,5450,5485,5522,5562,5605,5650,5698,5749,5800,5851,5903,5955,6008,6061,6115,6169,6224,6279,6335,6391,6447,6505,6562,6620,6679,6738,6798,6815,6832,6848,6854,6870,6885,6901,6916,6931,6934,6949,6963,7024,7073,7135,7185,7248,7311,7362,7426,7479,7544,7595,7661,7728,7782,7848,7903,7972,8042,8096,8167,8224,8294,8353,8425,8498,8557,8632,8692,8768,8844,8906,8984,9047,9126,9190,9270,9351,9416,9498,9563,9647,9731,9799,9884,9951,10040,10110,10200,10230,10270,10320,10360,10390,10420,10460,10520,10550,10590,10620,10660,10710,10750,10780,10820,10850,10910,10940,11030,11120,11210,11300,11390,11480,11570,11660,11750,11840,11930,12020,12110,12200,12290,12380,12470,12560,12640,12730,12820,12960,13230,13480,13720,13930,14120,14280,14410,14480,14490,14420,14240,13980,13630,13230,12800,12380,12010,11690,11440,11240,11080,10950,10830,10740,10690,10680,10720,10790,10870,10950,11010,11030,11000,10930,10810,10670,10520,10350,10180,10000,9808,9602,9390,9181,8984,8806,8652,8526,8429,8360,8312,8276,8244,8208,8157,8088,7999,7890,7765,7631,7497,7371,7256,7155
mng,Mongolia,25630,25630,25630,25630,25630,25630,25630,25630,25630,25630,25630,25640,25640,25640,25650,25660,25670,25680,25700,25720,25740,25760,25780,25800,25830,25860,25890,25920,25950,25990,26030,26070,26110,26150,26190,26230,26270,26310,26350,26390,26430,26470,26510,26550,26590,26630,26670,26710,26750,26790,26830,26870,26910,26950,26990,27030,27070,27110,27140,27180,27220,27260,27300,27340,27390,27430,27470,27520,27560,27600,27650,27690,27740,27780,27830,27880,27930,27980,28030,28080,28130,28180,28230,28280,28340,28390,28440,28490,28540,28600,28650,28700,28750,28800,28860,28910,28960,29020,29070,29120,29180,29230,29280,29340,29390,29440,29500,29550,29600,29660,29710,29770,29820,29880,29930,29990,30050,30100,30170,30230,30290,30350,30410,30470,30530,30590,30550,30520,30530,30500,30560,30610,30670,30720,30780,30830,30890,30950,31000,31060,31110,31170,31220,31280,31340,31390,31450,31500,31560,31610,31670,31800,32190,32870,33840,35090,36600,38350,40290,42340,44390,46350,48120,49630,50860,51860,52730,53570,54480,55490,56570,57660,58680,59590,60400,61130,61870,62660,63560,64580,65760,67180,68760,70390,71940,73190,73890,73880,73110,71590,69380,66630,63600,60540,57620,54940,52570,50480,48680,47280,46390,46140,46540,47570,49170,51300,53880,56760,59730,62600,65150,67170,68580,69370,69510,69070
moz,Mozambique,90770,91020,91280,91530,91780,92040,92300,92560,92820,93070,93350,93630,93950,94290,94670,95070,95500,95960,96450,96970,97520,98100,98710,99350,100000,100700,101500,102300,103100,103900,104800,105700,106600,107500,108500,109400,110300,111300,112300,113200,114200,115200,116200,117200,118200,119300,120300,121300,122400,123500,124500,125600,126600,127700,128700,129800,130900,132000,133100,134200,135300,136400,137600,138700,139900,141100,142200,143400,144600,145800,147000,148300,149500,150700,152000,153200,154500,155800,157100,158400,159700,161000,162300,163700,165000,166400,167800,169200,170600,172000,173400,174900,176300,177800,179300,180800,182300,183800,185300,186900,188400,190000,191600,193200,194800,196400,198000,199700,201300,203000,204700,206400,208100,209800,211600,213400,215100,216900,218800,220700,222700,224600,226500,228500,230500,232500,234500,236500,238600,240700,244200,247700,251200,254700,258200,261700,265300,268800,272300,275800,279300,282800,286400,289900,293400,296900,300400,303900,307500,311000,314500,316900,321700,326700,332000,337400,343000,348700,354700,360900,367200,373800,380500,387400,394600,401900,409300,416700,424200,432100,440600,450000,460700,472500,485400,499300,513800,528500,542900,556400,568300,577700,584600,589100,592000,594000,596400,600300,606800,616300,629000,644700,662600,681900,702000,722500,743000,763400,783400,802900,821700,840100,858000,875800,893600,911300,929000,946800,964600,982500,1000000,1018000,1035000,1053000,1070000,1087000
mrt,Mauritania,16820,16820,16820,16820,16820,16820,16820,16820,16820,16820,16820,16820,16830,16840,16850,16870,16890,16910,16940,16970,17000,17040,17080,17130,17180,17230,17280,17340,17400,17470,17540,17610,17680,17760,17830,17910,17980,18060,18130,18210,18280,18360,18440,18510,18590,18670,18750,18820,18900,18980,19060,19140,19220,19300,19380,19460,19540,19620,19700,19780,19870,19950,20030,20110,20200,20280,20370,20450,20540,20620,20710,20790,20880,20960,21050,21140,21230,21310,21400,21490,21580,21670,21760,21850,21940,22030,22120,22210,22300,22400,22490,22580,22680,22770,22860,22960,23060,23150,23250,23340,23440,23540,23630,23730,23830,23930,24030,24130,24230,24330,24430,24530,24630,24730,24840,24940,25040,25150,25250,25360,25460,25570,25680,25780,25890,26000,26070,26140,26210,26280,26540,26800,27060,27320,27580,27840,28100,28360,28620,28880,29140,29400,29660,29920,30180,30440,30690,30950,31210,31470,31730,32390,33670,34910,36100,37250,38360,39430,40460,41460,42430,43400,44360,45340,46330,47360,48440,49550,50690,51880,53090,54340,55620,56920,58230,59540,60850,62160,63460,64770,66110,67480,68920,70420,71990,73640,75350,77110,78900,80730,82580,84470,86400,88370,90390,92480,94650,96900,99220,101600,104000,106500,108900,111400,113700,116000,118200,120300,122300,124200,126000,127700,129400,131100,132700,134400
mus,Mauritius,2240,2288,2337,2387,2438,2490,2543,2598,2653,2710,2791,2850,2911,2973,3037,3102,3168,3236,3305,3376,3448,3522,3597,3674,3752,3833,3915,3998,4084,4171,4260,4351,4444,4539,4636,4735,4836,4940,5046,5153,5263,5386,5521,5670,5833,6012,6208,6421,6652,6904,7176,7470,7761,8048,8331,8610,8886,9157,9423,9685,9943,10200,10440,10670,10880,11080,11270,11440,11600,11730,11850,11940,12010,12070,12140,12860,12940,13020,13100,13180,13260,13300,13310,13310,13330,13320,13320,13310,13290,13270,13240,13350,13450,13540,13640,13720,13850,13960,14080,14200,14310,14210,14100,13990,13880,13770,13560,13340,13130,12920,12710,14480,14090,13700,13320,12940,12990,13030,13080,13130,13170,13770,14390,15020,15660,16300,15530,14750,13960,13170,13610,14040,14480,14920,15360,15800,16240,16670,17110,17550,17990,18430,18870,19300,19740,20180,20620,21060,21500,21940,22370,22480,22780,23220,23820,24570,25450,26430,27460,28460,29340,30000,30330,30290,29880,29140,28150,27050,25970,24990,24220,23740,23520,23530,23700,23930,24060,23990,23670,23100,22360,21600,20970,20570,20440,20580,20910,21330,21730,22050,22260,22330,22290,22160,21940,21660,21340,21020,20700,20400,20090,19760,19380,18930,18430,17880,17290,16710,16140,15620,15160,14780,14470,14230,14060,13940
mwi,Malawi,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34470,34490,34510,34540,34560,34580,34600,34620,34640,34670,34690,34710,34730,34750,34780,34800,34820,34840,34860,34880,34910,34930,34950,34970,34990,35020,35040,35060,35080,35100,35120,35150,35170,35190,35210,35230,35260,35280,35300,35320,35340,35360,35390,35410,35430,35450,35560,35770,36070,36460,36960,37300,38030,38890,39890,41030,42120,43320,44550,45760,47010,48150,49220,50320,51440,52590,53760,54920,56110,57320,58430,59420,60300,61180,62080,63610,65800,68690,71700,75320,78940,82550,86170,89790,93400,97020,100600,104300,107900,111500,115100,118700,122300,126000,129600,133200,136800,140400,144000,147700,149300,152600,156200,160000,164100,168300,172800,177600,182500,187700,193100,198800,204600,210600,216700,222900,229100,235400,241700,248200,255000,261900,269300,276900,284700,292600,300500,308500,316600,325400,335600,347300,360600,375200,390200,404800,418200,429700,439000,446200,451400,455300,458800,462200,465900,470400,475600,481600,488700,496900,506300,516900,528300,540400,552600,564700,576400,587500,598100,608300,618500,629100,640500,652600,665400
mys,Malaysia,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,10990,11000,11020,11060,11100,11160,11230,11310,11400,11510,11630,11760,11900,12060,12240,12420,12630,12840,13080,13320,13590,13870,14160,14450,14750,15050,15360,15680,16000,16340,16670,17020,17370,17730,18100,18470,18850,19240,19640,20050,20460,20890,21320,21760,22210,22670,23140,23620,24100,24600,25110,25650,26230,26830,27480,28150,28870,29630,30420,31260,32150,33080,34070,34890,35980,37120,38320,39410,40750,42160,43630,45000,46560,48180,49710,51440,53220,54940,56850,58820,60860,62980,65160,67420,69770,72190,74620,77060,79500,81960,84430,86920,89450,91930,94410,96900,99450,101900,104700,107500,110100,112900,115300,117500,119800,122200,124600,127100,129700,132300,135000,136700,138500,140400,142300,144000,145900,147900,149900,151900,157300,162700,168100,173500,178900,184300,189700,195100,200500,205900,211200,216600,222000,227400,232800,238200,243600,249000,254400,259800,265200,268900,276400,283900,291600,299400,307300,315100,322800,330000,336500,342000,346200,349100,350800,351500,351800,352100,352800,354200,356400,359000,361900,364900,368200,372000,376800,382700,389900,398400,408000,418500,429400,440400,451400,462100,472700,483200,493600,503800,513800,523800,533600,542700,550500,556000,557900,555500,549000,538700,525500,510700,496000,482700,471900,464300,460600,460000,462000,466300,472300,479600,487500,495400,502700,509100
