wikidata_code,birth,bplo1,bpla1,level1_main_occ,level3_main_occ,level3_all_occ,level3_occ,stem,GEOID,birth_decade,father_uri,father_occ,mother_uri,schools_uris,has_father,has_mother,has_school,has_father_occ
Q463833,1931,-105.1091690063477,40.17166519165039,Discovery/Science,astronaut,D:_officer_astronaut_test_pilot_aerospace_P:_naval_officer_aviator_English_astronaute_French_astronauta_Italian_astronaut_German_astronauta_veteran_Portuguese_astronaut_Swedish,astronaut,1,08013,1930,NA,NA,NA,http://www.wikidata.org/entity/Q174710|http://www.wikidata.org/entity/Q736674|http://www.wikidata.org/entity/Q1128819|http://www.wikidata.org/entity/Q6674121,FALSE,FALSE,TRUE,FALSE
Q7599544,1920,-75.16361236572266,39.95277786254883,Discovery/Science,physicist,D:_physicist_academic_P:_physicist_dynamicist_professor_English_physicien_French_ingenieur_aerodynamik_professor_German_físic_Portuguese,physicist,1,42101,1920,NA,NA,NA,http://www.wikidata.org/entity/Q49117|http://www.wikidata.org/entity/Q161562,FALSE,FALSE,TRUE,FALSE
Q17326875,1879,-73.99028015136719,40.69277954101563,Discovery/Science,ornithologist,D:_ornithologist_P:_ornithologe_German,ornithologist,1,36047,1870,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q3133468,1865,-85.8469467163086,42.16722106933594,Discovery/Science,botanist,D:_botanist_physiologist_P:_physiologist_professor_curator_English_botaniste_French_botánic_micólogo_profesor_Spanish,botanist,1,26159,1860,NA,NA,NA,http://www.wikidata.org/entity/Q777403|http://www.wikidata.org/entity/Q1353679,FALSE,FALSE,TRUE,FALSE
Q4164276,1941,-87.6500473022461,41.85002899169922,Discovery/Science,biologist,D:_biologist_anthropologist_palaeontologist_P:_professor_bass_science_English_professeur_académie_science_French,biologist,1,17031,1940,NA,NA,NA,http://www.wikidata.org/entity/Q131252|http://www.wikidata.org/entity/Q230492,FALSE,FALSE,TRUE,FALSE
Q6136769,1933,-74,40.70000076293945,Discovery/Science,scientist,D:_scientist_P:_ dean_management_ceo_English,scientist,1,36047,1930,NA,NA,NA,http://www.wikidata.org/entity/Q739627|http://www.wikidata.org/entity/Q6063486,FALSE,FALSE,TRUE,FALSE
Q710619,1933,-81.66972351074219,41.48222351074219,Discovery/Science,biologist,D:_biologist_officer_scientist_physician_academic_P:_medical_scientist_research_English_médecin_biologiste_French_oncologo_Italian_biologe_mediziner_forschung_German_biólog_oncólog_profesor_Spanish_médic_Portuguese,biologist,1,39035,1930,NA,NA,NA,http://www.wikidata.org/entity/Q49121|http://www.wikidata.org/entity/Q309331|http://www.wikidata.org/entity/Q4899798,FALSE,FALSE,TRUE,FALSE
Q6913797,1891,-95.54769134521484,33.66250610351563,Discovery/Science,engineer,D:_engineer_P:_aviator_engineer_aviator_English,engineer,1,48277,1890,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q3565881,1922,-90.19944763183594,38.62638854980469,Discovery/Science,engineer,D:_engineer_P:_scientist_invention_English_physicien_French,engineer,1,29510,1920,NA,NA,NA,http://www.wikidata.org/entity/Q49108,FALSE,FALSE,TRUE,FALSE
Q20715142,1919,-90.0750732421875,29.95465087890625,Discovery/Science,aerospace,D:_aerospace_P:_engineer_advisor_air force_English,aerospace,1,22071,1910,NA,NA,NA,http://www.wikidata.org/entity/Q1521725,FALSE,FALSE,TRUE,FALSE
Q451676,1926,-118.1350021362305,34.08194351196289,Discovery/Science,mathematician,D:_mathematician_academic_P:_logician_model_logician_English_mathématicien_French_matemátic_modelo_modelo_Portuguese,mathematician,1,06037,1920,NA,NA,NA,http://www.wikidata.org/entity/Q168756|http://www.wikidata.org/entity/Q7227384,FALSE,FALSE,TRUE,FALSE
Q1322669,1956,-73.41500091552734,40.67166519165039,Discovery/Science,astronaut,D:_officer_astronaut_P:_astronaut_English_astronaute_French_astronauta_Italian_astronaut_German_astronauta_Portuguese_astronaut_Swedish,astronaut,1,36103,1950,NA,NA,NA,http://www.wikidata.org/entity/Q1331280|http://www.wikidata.org/entity/Q4746989,FALSE,FALSE,TRUE,FALSE
Q21938047,1934,-77.4366683959961,37.54083251953125,Discovery/Science,scientist,D:_scientist_P:_professor_biophysics_physics_English,scientist,1,51760,1930,NA,NA,NA,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q2154182,FALSE,FALSE,TRUE,FALSE
Q1687344,1923,-73.99028015136719,40.69277954101563,Discovery/Science,physicist,D:_physicist_P:_physiker_German,physicist,1,36047,1920,NA,NA,NA,http://www.wikidata.org/entity/Q49117,FALSE,FALSE,TRUE,FALSE
Q6281486,1899,-74,40.70000076293945,Discovery/Science,statistician,D:_statistician_P:_physicist_physician_statistician_English_physicien_médecin_statisticien_French_estadístic_Spanish,statistician,1,36047,1890,NA,NA,NA,http://www.wikidata.org/entity/Q193727,FALSE,FALSE,TRUE,FALSE
Q15454445,1928,-82.95330047607422,37.1796989440918,Discovery/Science,mathematician,D:_mathematician_academic_P:_mathematician_English_mathematiker_German_matemátic_Portuguese,mathematician,1,21133,1920,NA,NA,NA,http://www.wikidata.org/entity/Q217741,FALSE,FALSE,TRUE,FALSE
Q24259927,1933,-73.94000244140625,40.66999816894531,Discovery/Science,physicist,D:_physicist_P:_physicist_English,physicist,1,36047,1930,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q5344697,1829,-74.95999908447266,42.20000076293945,Discovery/Science,geologist,D:_geologist_academic_P:_geologist_English_geologo_Italian_geologe_German,geologist,1,36025,1820,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q309331|http://www.wikidata.org/entity/Q3113011|http://www.wikidata.org/entity/Q5676553,FALSE,FALSE,TRUE,FALSE
Q6831278,1956,-117.3724975585938,33.98222351074219,Discovery/Science,aerospace,D:_politician_P:_administrator_aerospace_employee_English_ciência_Portuguese,aerospace,1,06065,1950,NA,NA,NA,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q1075148|http://www.wikidata.org/entity/Q2349578|http://www.wikidata.org/entity/Q7063443,FALSE,FALSE,TRUE,FALSE
Q3051183,1892,-75.061798095703125,40.92929840087891,Discovery/Science,zoologist,D:_zoologist_academic_P:_zoologist_professor_zoologist_English_zoologiste_embryologiste_professeur_French_zoolog_zoólog_profesor_Spanish_zoólog_professor_Portuguese,zoologist,1,34041,1890,NA,NA,NA,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q49112|http://www.wikidata.org/entity/Q131252,FALSE,FALSE,TRUE,FALSE
Q712620,1935,-119.4563903808594,35.14250183105469,Discovery/Science,mathematician,D:_mathematician_juggler_computer_scientist_P:_mathematician_architect_mathematics_English_mathématicien_architecte_mathématiques_French_matematico_matematica_Italian_mathematiker_German_matemátic_Spanish_matemátic_Portuguese_matematiker_geometri_chef_Swedish,mathematician,1,06029,1930,NA,NA,NA,http://www.wikidata.org/entity/Q168756,FALSE,FALSE,TRUE,FALSE
Q7350324,1944,-73.99028015136719,40.69277954101563,Discovery/Science,inventor,D:_inventor_P:_knife maker_English,inventor,1,36047,1940,NA,NA,NA,http://www.wikidata.org/entity/Q49210,FALSE,FALSE,TRUE,FALSE
Q11100941,1952,-75.16361236572266,39.95277786254883,Discovery/Science,mathematician,D:_mathematician_P:_professor_mathematics_research_English,mathematician,1,42101,1950,NA,NA,NA,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q603034,FALSE,FALSE,TRUE,FALSE
Q7325749,1948,-81.63166809082031,28.13333320617676,Discovery/Science,naturalist,D:_naturalist_P:_naturalist_army_English,naturalist,1,12105,1940,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q15435533,1932,-111.3040008544922,42.3203010559082,Discovery/Science,physicist,D:_physicist_P:_physiker_German,physicist,1,16007,1930,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q92849,1946,-85.75138854980469,38.25611114501953,Discovery/Science,mathematician,D:_mathematician_novelist_writer_academic_computer_scientist_writer_P:_mathematician_computer scientist_scientist_English_auteur_science_French_ scrittore_matematico_autore_Italian_mathematiker_informatiker_autor_German_matemátic_autor_ciencia_Spanish_författare_hacker_ättling_Swedish,mathematician,1,21111,1940,NA,NA,NA,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q1378320|http://www.wikidata.org/entity/Q7592208,FALSE,FALSE,TRUE,FALSE
Q15435847,1930,-111.7919464111328,40.3841667175293,Discovery/Science,professor,D:_P:_professor_chemist_professor_English,chemist,1,49049,1930,NA,NA,NA,http://www.wikidata.org/entity/Q168515,FALSE,FALSE,TRUE,FALSE
Q362190,1964,-74.23570251464844,40.76800155639648,Discovery/Science,astronaut,D:_officer_astronaut_P:_engineer_astronaut_navy_English_astronaute_commandant_expédition_French_astronauta_ufficiale_Italian_astronaut_bruder_raumfahrer_German_ astro_astronauta_sabio_Spanish_astronauta_aviador_veteran_Portuguese_astronaut_Swedish,astronaut,1,34013,1960,NA,NA,NA,http://www.wikidata.org/entity/Q1128819|http://www.wikidata.org/entity/Q1140241|http://www.wikidata.org/entity/Q1150105|http://www.wikidata.org/entity/Q7603615|http://www.wikidata.org/entity/Q7986120,FALSE,FALSE,TRUE,FALSE
Q741198,1903,-74,40.70000076293945,Discovery/Science,mathematician,D:_mathematician_academic_P:_mathematician_English_mathématicien_French_matematico_Italian_mathematiker_German_matemátic_Portuguese,mathematician,1,36047,1900,http://www.wikidata.org/entity/Q942386,http://www.wikidata.org/entity/Q16533,NA,http://www.wikidata.org/entity/Q13371,TRUE,FALSE,TRUE,TRUE
Q1507954,1923,-71.05777740478516,42.36027908325195,Discovery/Science,mathematician,D:_mathematician_academic_P:_mathematician_professor_mathematics_English_mathématicien_mathématiques_académie_French_matematico_Italian_mathematiker_German_ grupo_medallista_matemátic_Spanish_matemátic_Portuguese,mathematician,1,25025,1920,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49129,FALSE,FALSE,TRUE,FALSE
Q4797892,1942,-87.6500473022461,41.85002899169922,Discovery/Science,biochemist,D:_biochemist_politician_P:_biochemist_chemist_conservative_English,biochemist,1,17031,1940,NA,NA,NA,http://www.wikidata.org/entity/Q161562|http://www.wikidata.org/entity/Q622664,FALSE,FALSE,TRUE,FALSE
Q319212,1905,-97.4394760131836,35.22258377075195,Discovery/Science,astronomer,D:_astronomer_physicist_engineer_P:_physicist_radio_engineer_English_physicien_ingénieur_radio_French_fisico_ingegnere_radio_Italian_physiker_ingenieur_astronom_German_ingenier_radio_comunicación_Spanish_físic_engenheir_rádio_Portuguese_bank_forskare_kommunikation_Swedish,astronomer,1,40027,1900,NA,NA,NA,http://www.wikidata.org/entity/Q838330,FALSE,FALSE,TRUE,FALSE
Q2347448,1940,-74,40.70000076293945,Discovery/Science,oncologist,D:_oncologist_academic_surgeon_P:_research_surgeon_professor_English_chirurg_forscher_German_cirurgiã_Portuguese,oncologist,1,36047,1940,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q193727,FALSE,FALSE,TRUE,FALSE
Q3568555,1857,-84.51249694824219,39.09999847412109,Discovery/Science,zoologist,D:_zoologist_lepidopterist_P:_entomologist_English_naturaliste_French,zoologist,1,21117,1850,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q5725085,1875,-81.44029998779297,40.29079818725586,Discovery/Science,mathematician,D:_mathematician_actuary_statistician_P:_mathematician_scientist_statistician_English_mathématicien_statisticien_French,mathematician,1,39157,1870,NA,NA,NA,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q309331,FALSE,FALSE,TRUE,FALSE
Q7287325,1909,-71.51611328125,42.00833511352539,Discovery/Science,engineer,D:_engineer_P:_conservationist_author_carpenter_English,engineer,1,44007,1900,NA,NA,NA,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q5171564,FALSE,FALSE,TRUE,FALSE
Q1680331,1926,-81.66972351074219,41.48222351074219,Discovery/Science,mathematician,D:_mathematician_academic_P:_mathematician_English_mathématicien_French_mathematiker_German_matemátic_matemática_Portuguese,mathematician,1,39035,1920,NA,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q895401|http://www.wikidata.org/entity/Q7988234,FALSE,FALSE,TRUE,FALSE
Q1508323,1908,-75.16361236572266,39.95277786254883,Discovery/Science,mineralogist,D:_mineralogist_P:_mineraloge_German,mineralogist,1,42101,1900,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q507788,1920,-85.58000183105469,44.34000015258789,Discovery/Science,physicist,D:_physicist_P:_physiker_German,physicist,1,26165,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q18984381,1863,-72.11955261230469,44.10941696166992,Discovery/Science,botanist,D:_botanist_P:_botanist_author_botanist_English,botanist,1,50017,1860,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q714759,1842,-70.76074981689453,43.07572174072266,Discovery/Science,ornithologist,D:_ornithologist_zoologist_historian_academic_writer_P:_ army_surgeon_historian_English_médecin_militaire_historien_French_storico_ornitologo_Italian_chirurg_historiker_ornithologe_German_cirujan_ejércit_historiador_Spanish_cirurgiã_historiador_ornitólog_Portuguese,ornithologist,1,33015,1840,NA,NA,NA,http://www.wikidata.org/entity/Q432637,FALSE,FALSE,TRUE,FALSE
Q450290,1900,-94.06916809082031,42.26277923583984,Discovery/Science,mathematician,D:_mathematician_statistician_academic_P:_statistician_research_statistician_English_statisticien_French_statistica_Italian_statistiker_German_estadístic_investigador_tender_Spanish_estatístic_Portuguese,mathematician,1,19187,1900,NA,NA,NA,http://www.wikidata.org/entity/Q168756|http://www.wikidata.org/entity/Q1136919,FALSE,FALSE,TRUE,FALSE
Q11171398,1889,-73.41972351074219,41.09388732910156,Discovery/Science,physicist,D:_physicist_psychologist_P:_physicist_psychologist_psychic_English_psychologue_physiologiste_philosophe_French,physicist,1,09001,1880,NA,NA,NA,http://www.wikidata.org/entity/Q13371,FALSE,FALSE,TRUE,FALSE
Q16727842,1932,-74.211669921875,40.76610946655273,Discovery/Science,physicist,D:_physicist_P:_physicist_English_physiker_German,physicist,1,34013,1930,NA,NA,NA,http://www.wikidata.org/entity/Q49108|http://www.wikidata.org/entity/Q131252,FALSE,FALSE,TRUE,FALSE
Q15995315,1965,-83.22166442871094,42.47333145141602,Discovery/Science,physicist,D:_physicist_P:_physicist_mentalist_physics_English_physiker_German,physicist,1,26125,1960,NA,NA,NA,http://www.wikidata.org/entity/Q49108|http://www.wikidata.org/entity/Q1206658,FALSE,FALSE,TRUE,FALSE
Q15432822,1932,-72.101043701171875,41.35406875610352,Discovery/Science,chemist,D:_chemist_academic_P:_chemiker_German,chemist,1,09011,1930,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q2545465,1929,-117.1624984741211,32.71500015258789,Discovery/Science,biologist,D:_biologist_academic_P:_research_English_biologe_forscher_German,biologist,1,06073,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q951253,1923,-74.163055419921875,40.91555404663086,Discovery/Science,mathematician,D:_mathematician_academic_P:_mathematician_mathematics_English_mathématicien_mathématiques_French_matematico_Italian_mathematiker_German_matemátic_Spanish_matemátic_Portuguese,mathematician,1,34031,1920,NA,NA,NA,http://www.wikidata.org/entity/Q49210|http://www.wikidata.org/entity/Q946028|http://www.wikidata.org/entity/Q14705485,FALSE,FALSE,TRUE,FALSE
Q45641,1877,-71.05777740478516,42.36027908325195,Discovery/Science,botanist,D:_botanist_academic_P:_bacteriologist_English_bactériologiste_French_bakteriologe_German_micólogo_botánic_bacteriólog_Spanish,botanist,1,25025,1870,http://www.wikidata.org/entity/Q15987519,http://www.wikidata.org/entity/Q49757,http://www.wikidata.org/entity/Q61890447,http://www.wikidata.org/entity/Q49108,TRUE,TRUE,TRUE,TRUE
Q2835026,1881,-76.89250183105469,43.18555450439453,Discovery/Science,ichthyologist,D:_ichthyologist_P:,ichthyologist,1,36117,1880,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q7422525,1920,-75.16361236572266,39.95277786254883,Discovery/Science,astronomer,D:_astronomer_P:_astronomer_professor_astronomy_English,astronomer,1,42101,1920,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q6312205,1932,-97.33611297607422,37.68888854980469,Discovery/Science,meteorologist,D:_meteorologist_P:_meteorology_English,meteorologist,1,20173,1930,NA,NA,NA,http://www.wikidata.org/entity/Q4614|http://www.wikidata.org/entity/Q174710|http://www.wikidata.org/entity/Q284508,FALSE,FALSE,TRUE,FALSE
Q5081347,1973,-75,43,Discovery/Science,academic,D:_academic_P:_professor_science_engineer_English,engineer,1,36043,1970,NA,NA,NA,http://www.wikidata.org/entity/Q161562|http://www.wikidata.org/entity/Q969850|http://www.wikidata.org/entity/Q3098911,FALSE,FALSE,TRUE,FALSE
Q43392,1939,-89.38416290283203,43.07472229003906,Discovery/Science,physicist,D:_physicist_academic_P:_physicist_science_English_physiker_German,physicist,1,55025,1930,NA,NA,NA,http://www.wikidata.org/entity/Q457281|http://www.wikidata.org/entity/Q838330,FALSE,FALSE,TRUE,FALSE
Q1605078,1917,-75,43,Discovery/Science,physicist,D:_physicist_academic_P:_physiker_professor_rock_German,physicist,1,36043,1910,NA,NA,NA,http://www.wikidata.org/entity/Q230492,FALSE,FALSE,TRUE,FALSE
Q6254047,1916,-74.43583679199219,40.62277603149414,Discovery/Science,physicist,D:_physicist_P:_physicist_discover_physics_English,physicist,1,34035,1910,NA,NA,NA,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q499451,FALSE,FALSE,TRUE,FALSE
Q1586496,1901,-91.55110931396484,40.96694564819336,Discovery/Science,inventor,D:_inventor_engineer_P:_engineer_English_erfinder_German,inventor,1,19087,1900,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q19866052,1898,-77.03666687011719,38.89500045776367,Discovery/Science,demographer,D:_demographer_geneticist_P:_geneticist_demographer_editor_English,demographer,1,11001,1890,http://www.wikidata.org/entity/Q1548577,http://www.wikidata.org/entity/Q350979,http://www.wikidata.org/entity/Q15945038,,TRUE,TRUE,FALSE,TRUE
Q20675643,1961,-74.75611114501953,40.2216682434082,Discovery/Science,geneticist,D:_geneticist_P:_medical_geneticist_educator_English,geneticist,1,34021,1960,NA,NA,NA,http://www.wikidata.org/entity/Q4119659,FALSE,FALSE,TRUE,FALSE
Q18156599,1950,-83.04750061035156,42.3316650390625,Discovery/Science,oceanographer,D:_oceanographer_P:_physicist_marine_science_English,oceanographer,1,26163,1950,NA,NA,NA,http://www.wikidata.org/entity/Q270222|http://www.wikidata.org/entity/Q457281,FALSE,FALSE,TRUE,FALSE
Q1703323,1839,-74,40.70000076293945,Discovery/Science,geologist,D:_geologist_palaeontologist_P:_geologist_geology_English_geologo_Italian_geologe_German,geologist,1,36047,1830,NA,NA,NA,http://www.wikidata.org/entity/Q230492,FALSE,FALSE,TRUE,FALSE
Q4731831,1942,-73.99028015136719,40.69277954101563,Discovery/Science,mathematician,D:_mathematician_P:_mathematician_English,mathematician,1,36047,1940,NA,NA,NA,http://www.wikidata.org/entity/Q371625,FALSE,FALSE,TRUE,FALSE
Q1065359,1845,-71.05777740478516,42.36027908325195,Discovery/Science,chemist,D:_chemist_P:_chemist_English_chemiker_German,chemist,1,25025,1840,http://www.wikidata.org/entity/Q106836789,NA,NA,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49123,TRUE,FALSE,TRUE,FALSE
Q153201,1931,-87.78944396972656,41.88833236694336,Discovery/Science,physicist,D:_physicist_academic_P:_physicist_cooper_physics_English_physicien_physique_French_fisico_fisica_Italian_physiker_barde_German_físic_estudios_Spanish_físic_Portuguese_ fysik_fysiker_Swedish,physicist,1,17031,1930,NA,NA,NA,http://www.wikidata.org/entity/Q49108|http://www.wikidata.org/entity/Q457281|http://www.wikidata.org/entity/Q19865001,FALSE,FALSE,TRUE,FALSE
Q1332940,1867,-122.7008361816406,42.19138717651367,Discovery/Science,botanist,D:_botanist_P:_botanist_English_botaniker_kalif_thron_German_botánic_Spanish,botanist,1,41029,1860,NA,NA,NA,http://www.wikidata.org/entity/Q41506,FALSE,FALSE,TRUE,FALSE
Q6261670,1872,-74.18499755859375,40.73527908325195,Discovery/Science,engineer,D:_engineer_P:,engineer,1,34013,1870,NA,NA,NA,http://www.wikidata.org/entity/Q499451,FALSE,FALSE,TRUE,FALSE
Q10307827,1929,-89.643707275390625,39.80171966552734,Discovery/Science,chemist,D:_chemist_P:_chemist_discover_patent_English_chemiker_German_químic_Portuguese,chemist,1,17167,1920,NA,NA,NA,http://www.wikidata.org/entity/Q238101|http://www.wikidata.org/entity/Q457281,FALSE,FALSE,TRUE,FALSE
Q6210091,1975,-71.05777740478516,42.36027908325195,Discovery/Science,engineer,D:_engineer_P:_engineer_inventor_hacker_English,engineer,1,25025,1970,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q15303111,1944,-73.99028015136719,40.69277954101563,Discovery/Science,physicist,D:_physicist_research_P:_physiker_German_físic_física_Portuguese,physicist,1,36047,1940,NA,NA,NA,http://www.wikidata.org/entity/Q49115,FALSE,FALSE,TRUE,FALSE
Q16027658,1866,-83.160003662109375,40.59000015258789,Discovery/Science,botanist,D:_botanist_P:_botanist_professor_author_English_botaniste_professeur_French,botanist,1,39101,1860,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q510591,1894,-90.002777099609375,43.53388977050781,Discovery/Science,mathematician,D:_mathematician_academic_computer_scientist_P:_scientist_mathematician_science_English_scientifique_mathématicien_French_scienziato_matematico_ricerca_Italian_mathematiker_vater_German_biólog_padre_Spanish_matemátic_Portuguese_matematiker_forskning_Swedish,mathematician,1,55111,1890,NA,NA,NA,http://www.wikidata.org/entity/Q838330,FALSE,FALSE,TRUE,FALSE
Q28673850,1934,-95.30055236816406,32.35083389282227,Discovery/Science,pharmacologist,D:_pharmacologist_P:_pharmacologist_husband_medical_English,pharmacologist,1,48423,1930,NA,NA,NA,http://www.wikidata.org/entity/Q333886|http://www.wikidata.org/entity/Q1068752|http://www.wikidata.org/entity/Q2302319,FALSE,FALSE,TRUE,FALSE
Q708472,1922,-73.99028015136719,40.69277954101563,Discovery/Science,physicist,D:_physicist_P:_scientist_father_physics_English_physicien_French_fisico_fisica_Italian_physiker_erfindung_German_científic_físic_Spanish_físic_aposentad_Portuguese_ fysik_fysiker_biolog_Swedish,physicist,1,36047,1920,NA,NA,NA,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q6138769,FALSE,FALSE,TRUE,FALSE
Q27063173,1938,-85.26000213623047,39.09999847412109,Discovery/Science,physiologist,D:_physiologist_P:_professor_research_media_English,physiologist,1,18137,1930,NA,NA,NA,http://www.wikidata.org/entity/Q129421|http://www.wikidata.org/entity/Q217741,FALSE,FALSE,TRUE,FALSE
Q3565838,1942,-72.547454833984375,42.11241149902344,Discovery/Science,palaeontologist,D:_palaeontologist_P:_paléontologue_French,palaeontologist,1,25013,1940,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q22096397,1950,-90.19944763183594,38.62638854980469,Discovery/Science,scientist,D:_scientist_P:_regent_professor_engineer_English,scientist,1,29510,1950,NA,NA,NA,http://www.wikidata.org/entity/Q777403|http://www.wikidata.org/entity/Q4689042|http://www.wikidata.org/entity/Q5836034,FALSE,FALSE,TRUE,FALSE
Q18154693,1964,-74.472900390625,40.84109878540039,Discovery/Science,chemist,D:_chemist_P:_chemist_scientist_English,chemist,1,34027,1960,NA,NA,NA,http://www.wikidata.org/entity/Q838330|http://www.wikidata.org/entity/Q1145814,FALSE,FALSE,TRUE,FALSE
Q41791727,1927,-73.99028015136719,40.69277954101563,Discovery/Science,endocrinologist,D:_endocrinologist_paediatrician_academic_P:_endocrinologist_professor_pediatrics_English,endocrinologist,1,36047,1920,NA,NA,NA,http://www.wikidata.org/entity/Q371625|http://www.wikidata.org/entity/Q7972509|http://www.wikidata.org/entity/Q10749664,FALSE,FALSE,TRUE,FALSE
Q21389537,1887,-85.99420166015625,39.86280059814453,Discovery/Science,ichthyologist,D:_ichthyologist_P:_physiologist_married to_ichthyologist_English_gift med_Swedish,ichthyologist,1,18097,1880,NA,NA,NA,http://www.wikidata.org/entity/Q2526468,FALSE,FALSE,TRUE,FALSE
Q16866414,1937,-71.05777740478516,42.36027908325195,Discovery/Science,chemist,D:_chemist_P:_biochemist_chemist_professor_English_biochemiker_chemiker_forschung_German,chemist,1,25025,1930,NA,NA,NA,http://www.wikidata.org/entity/Q49119,FALSE,FALSE,TRUE,FALSE
Q16019203,1930,-102.0991668701172,32.00500106811523,Discovery/Science,physiologist,D:_physiologist_psychologist_P:_physiologist_English,physiologist,1,48329,1930,NA,NA,NA,http://www.wikidata.org/entity/Q49213,FALSE,FALSE,TRUE,FALSE
Q21604457,1917,-93.16419982910156,42.01580047607422,Discovery/Science,biochemist,D:_biochemist_P:_biochemist_chemist_medicine_English,biochemist,1,19127,1910,NA,NA,NA,http://www.wikidata.org/entity/Q149990|http://www.wikidata.org/entity/Q182973,FALSE,FALSE,TRUE,FALSE
Q14948661,1938,-74.05999755859375,40.70999908447266,Discovery/Science,biochemist,D:_biochemist_P:_biochemist_chemist_editor_English,biochemist,1,34003,1930,NA,NA,NA,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q49121,FALSE,FALSE,TRUE,FALSE
Q15439468,1880,-87.22888946533203,39.76527786254883,Discovery/Science,physicist,D:_physicist_academic_P:_physiker_hochschullehrer_German,physicist,1,18121,1880,NA,NA,NA,,FALSE,FALSE,FALSE,FALSE
Q900586,1942,-87.27249908447266,38.04611206054688,Discovery/Science,biologist,D:_biologist_biochemist_academic_P:_biologist_medical_research_English_biologiste_études_French_biochemiker_chemiker_professor_German_biolog_forskning_rock_Swedish,biologist,1,18173,1940,NA,NA,NA,http://www.wikidata.org/entity/Q219563|http://www.wikidata.org/entity/Q1145814|http://www.wikidata.org/entity/Q7958639,FALSE,FALSE,TRUE,FALSE
Q15966752,1921,-90.15931701660156,41.86500549316406,Discovery/Science,physicist,D:_physicist_P:_physicist_scientist_English,physicist,1,17195,1920,NA,NA,NA,http://www.wikidata.org/entity/Q2698482|http://www.wikidata.org/entity/Q6914021,FALSE,FALSE,TRUE,FALSE
Q15996427,1873,-71.05777740478516,42.36027908325195,Discovery/Science,geologist,D:_geologist_academic_P:_geologist_instructor_science_English_geólog_primera mujer_mujer_Spanish,geologist,1,25025,1870,NA,NA,NA,http://www.wikidata.org/entity/Q49108,FALSE,FALSE,TRUE,FALSE
Q48494852,1936,-73.99028015136719,40.69277954101563,Discovery/Science,academic,D:_academic_computer_scientist_P:_mathematician_computer scientist_scientist_English,computer_scientist,1,36047,1930,NA,NA,NA,http://www.wikidata.org/entity/Q219563,FALSE,FALSE,TRUE,FALSE
Q4020139,1937,-90.03170013427734,32.61190032958984,Discovery/Science,mathematician,D:_mathematician_lawyer_P:_mathematician_English_matematico_ricerca_Italian_matemátic_Portuguese,mathematician,1,28089,1930,NA,NA,NA,http://www.wikidata.org/entity/Q761534|http://www.wikidata.org/entity/Q1193547|http://www.wikidata.org/entity/Q1806300,FALSE,FALSE,TRUE,FALSE
Q5077401,1957,-77.5,41,Discovery/Science,mathematician,D:_mathematician_academic_P:_professor_mathematics_professor_English_professeur_mathématiques_French_matemátic_professor_matemática_Portuguese,mathematician,1,42035,1950,NA,NA,NA,http://www.wikidata.org/entity/Q49108|http://www.wikidata.org/entity/Q49210|http://www.wikidata.org/entity/Q946028,FALSE,FALSE,TRUE,FALSE
