"country","iso3","year","births","n_allsci","rate_per_1000_mort","rate_per_1000_deaths","rate_per_100k_births"
"Kenya","KEN",1952,329300,3,0.012945765871509,0.0128749839062701,0.911023382933495
"Kenya","KEN",1953,339300,3,0.0122891388590763,0.0122045482283064,0.884173297966401
"Kenya","KEN",1954,349500,1,0.00389606847729956,0.00386130203104487,0.286123032904149
"Kenya","KEN",1955,360100,2,0.00742390497401633,0.00734079647641769,0.555401277422938
"Kenya","KEN",1956,370800,5,0.0177170515991411,0.0174923033865099,1.34843581445523
"Kenya","KEN",1958,393200,1,0.00324385694590869,0.00319111593324185,0.254323499491353
"Kenya","KEN",1959,404800,2,0.00622335625602888,0.00611620795107034,0.494071146245059
"Kenya","KEN",1960,416700,2,0.00597839408378121,0.00587544065804935,0.479961603071754
"Kenya","KEN",1961,429000,3,0.00862413435251437,0.00847697089573326,0.699300699300699
"Kenya","KEN",1962,441800,1,0.00276749193276102,0.00272212543554007,0.226346763241286
"Kenya","KEN",1963,455100,2,0.00533437175770217,0.00525196292114178,0.439463854098
"Kenya","KEN",1965,483800,1,0.00248104481759358,0.00244612411633766,0.20669698222406
"Kenya","KEN",1968,534500,1,0.00221929768105585,0.00218502818686361,0.187090739008419
"Kenya","KEN",1969,553600,1,0.00213464485913479,0.00210057555770281,0.180635838150289
"Kenya","KEN",1970,573700,2,0.00410366683149728,0.00403771223224921,0.348614258323165
"Kenya","KEN",1972,616300,1,0.00189404342283951,0.00186612424655234,0.162258640272595
"Kenya","KEN",1974,660900,1,0.00175035400909834,0.00172768265924915,0.151308821304282
"Kenya","KEN",1979,781700,1,0.00144454604418289,0.00142869388804755,0.127926314442881
"Kenya","KEN",1981,832700,1,0.00134500800279762,0.00133184167066219,0.120091269364717
"Kenya","KEN",1982,858100,1,0.00130062521053871,0.00128894216516505,0.116536534203473
"Kenya","KEN",1983,882800,1,0.00126034586411203,0.00125028131329549,0.113275940190304
"Kenya","KEN",1986,945700,3,0.00351152365011178,0.00349524064731857,0.317225335730147
"Kenya","KEN",1987,960300,2,0.00230553663094238,0.00229774132028216,0.208268249505363
"Kenya","KEN",1988,971700,1,0.00114045241747401,0.00113787649488525,0.102912421529279
"Kenya","KEN",1991,995100,1,0.00112264567169575,0.00112120192846732,0.100492412822832
"Kyrgyzstan","KGZ",1915,57380,1,0.0259922543082161,0.0259942812581232,1.74276751481352
"Kyrgyzstan","KGZ",1928,60740,1,0.0233274237193244,0.0233263354327035,1.6463615409944
"Kyrgyzstan","KGZ",1931,59990,1,0.0233421255339511,0.0233699462491236,1.66694449074846
"Kyrgyzstan","KGZ",1933,60040,1,0.022848264674298,0.0229200091680037,1.6655562958028
"Kyrgyzstan","KGZ",1945,60370,1,0.0206219582611565,0.0208724692131079,1.65645188007288
"Kyrgyzstan","KGZ",1946,60400,1,0.0204792135981978,0.0207382828701783,1.65562913907285
"Kyrgyzstan","KGZ",1947,60430,1,0.0203421550479058,0.0206058108386565,1.65480721495946
"Kyrgyzstan","KGZ",1950,60510,1,0.0200144103754703,0.0202429149797571,1.65261940175178
"Kyrgyzstan","KGZ",1952,62710,1,0.0192152492217824,0.0193836014731537,1.59464200287036
"Kyrgyzstan","KGZ",1954,66750,1,0.0179343245036676,0.0180277627546422,1.49812734082397
"Kyrgyzstan","KGZ",1956,72050,1,0.0165073705409465,0.0165234633179114,1.38792505204719
"Kyrgyzstan","KGZ",1959,81380,1,0.0144738746562455,0.0143781452192667,1.22880314573605
"Kyrgyzstan","KGZ",1961,86810,1,0.0134825401105568,0.0133815067576609,1.15194102061974
"Kyrgyzstan","KGZ",1964,90540,1,0.0128081972462376,0.012745347947999,1.10448420587586
"Kyrgyzstan","KGZ",1966,90320,1,0.0127643822677202,0.0127226463104326,1.10717449069973
"Kyrgyzstan","KGZ",1987,135600,1,0.00794483109289097,0.00794912559618442,0.737463126843658
"Cambodia","KHM",1925,166700,1,NA,0.00937207122774133,0.599880023995201
"Cambodia","KHM",1926,168300,1,NA,0.00926955876900259,0.5941770647653
"Cambodia","KHM",1929,173100,1,NA,0.0089750493627715,0.577700751010976
"Cambodia","KHM",1942,204800,2,NA,0.0149097957357984,0.9765625
"Cambodia","KHM",1954,238400,1,NA,0.00580181016477141,0.419463087248322
"Cambodia","KHM",1955,242900,1,NA,0.00567247149583073,0.411692054343351
"Cambodia","KHM",1963,282100,1,NA,0.00468471844842125,0.354484225451967
"Cambodia","KHM",1969,302600,1,NA,0.0042767941151313,0.330469266358229
"Cambodia","KHM",1979,312100,1,NA,0.00366878233114429,0.320410124959949
"South Korea","KOR",1804,392600,1,0.00512870484816469,0.00512820512820513,0.254712175241977
"South Korea","KOR",1834,395500,1,0.00509110532987817,0.00509164969450102,0.252844500632111
"South Korea","KOR",1844,397700,1,0.00506293224784066,0.00506329113924051,0.251445813427206
"South Korea","KOR",1855,401300,1,0.00501751111378712,0.00501756146512795,0.24919013207077
"South Korea","KOR",1864,405000,2,0.00994337249364867,0.0099403578528827,0.493827160493827
"South Korea","KOR",1877,409200,1,0.00492065444704146,0.00492125984251968,0.244379276637341
"South Korea","KOR",1885,410900,1,0.00490030332877605,0.00489955903968643,0.243368216110976
"South Korea","KOR",1893,412500,1,0.00488128709778194,0.00488042947779405,0.242424242424242
"South Korea","KOR",1894,412700,3,0.0146365024613718,0.0146341463414634,0.726920281075842
"South Korea","KOR",1896,413200,1,0.00487175115095121,0.00487092060399415,0.242013552758955
"South Korea","KOR",1899,414300,1,0.00485295544986897,0.00485436893203883,0.241370987207338
"South Korea","KOR",1904,416100,2,0.00976047787299666,0.00976085895558809,0.480653689017063
"South Korea","KOR",1905,416900,1,0.00492344050022155,0.00492368291482029,0.239865675221876
"South Korea","KOR",1910,423400,1,0.00492017023789023,0.00492125984251968,0.236183278223902
"South Korea","KOR",1914,445900,1,0.00444653925849511,0.0045004500450045,0.224265530387979
"South Korea","KOR",1916,459000,1,0.00420312880908548,0.00427533133817871,0.217864923747277
"South Korea","KOR",1917,465600,1,0.00408957811912123,0.00417014178482068,0.214776632302405
"South Korea","KOR",1920,490300,1,0.0037219689215595,0.00381679389312977,0.203956761166633
"South Korea","KOR",1924,530300,1,0.00323784916155896,0.00333889816360601,0.188572506128606
"South Korea","KOR",1925,537700,1,0.00312709124226827,0.00322684737011939,0.185977310768086
"South Korea","KOR",1927,549600,1,0.00295292738456269,0.00305064063453325,0.181950509461426
"South Korea","KOR",1928,555300,2,0.00574821661579495,0.00594000594000594,0.360165676211057
"South Korea","KOR",1929,565300,1,0.00277808645405045,0.00287191269385411,0.176897222713603
"South Korea","KOR",1930,562800,1,0.00275200070451218,0.00284656988329063,0.177683013503909
"South Korea","KOR",1931,560400,1,0.00273431732299397,0.00281610813855252,0.178443968593862
"South Korea","KOR",1933,555500,2,0.0054065013178347,0.00553250345781466,0.36003600360036
"South Korea","KOR",1934,553000,3,0.00803167693382701,0.00819448238186288,0.54249547920434
"South Korea","KOR",1935,550500,2,0.00530010520708836,0.00538938291565616,0.36330608537693
"South Korea","KOR",1936,548100,2,0.00525345283187375,0.00532623169107856,0.364896916621055
"South Korea","KOR",1937,545600,2,0.00520665201861899,0.00526870389884088,0.366568914956012
"South Korea","KOR",1938,543200,1,0.00258615116053533,0.00260348867482426,0.184094256259205
"South Korea","KOR",1940,538200,3,0.00783201885950141,0.00775995861355406,0.557413600891862
"South Korea","KOR",1941,535800,1,0.00266687290483797,0.00263227165043432,0.186636804777902
"South Korea","KOR",1942,533300,1,0.00272744133273693,0.0026816840976133,0.187511719482468
"South Korea","KOR",1943,530800,2,0.00558461104580219,0.00546597430992074,0.376789751318764
"South Korea","KOR",1944,528400,1,0.00286137769613313,0.00278706800445931,0.189250567751703
"South Korea","KOR",1945,525900,5,0.0146813127442603,0.0142287990893569,0.950751093363757
"South Korea","KOR",1946,523500,6,0.0180988923477883,0.01743679163034,1.14613180515759
"South Korea","KOR",1947,521000,2,0.00620774851169229,0.00594353640416048,0.383877159309021
"South Korea","KOR",1948,518500,5,0.0159936025589764,0.0152114390021296,0.964320154291225
"South Korea","KOR",1949,516100,3,0.00990412804056731,0.00934579439252336,0.581282697151715
"South Korea","KOR",1950,513600,4,0.0122323410865989,0.0127836369447108,0.778816199376947
"South Korea","KOR",1951,572500,3,0.00756839940966485,0.00989445910290238,0.524017467248908
"South Korea","KOR",1952,683500,4,0.007926364077718,0.00851970181043664,0.585223116313094
"South Korea","KOR",1953,780900,2,0.00330121253536424,0.00329543582138738,0.256114739403253
"South Korea","KOR",1954,864500,4,0.0057391444083516,0.00555941626129256,0.462695199537305
"South Korea","KOR",1955,934600,6,0.00773461005963384,0.00740923684860459,0.641985876310721
"South Korea","KOR",1956,991100,4,0.00475690434935657,0.00454029511918275,0.403591968519826
"South Korea","KOR",1957,1034000,7,0.00784782396658172,0.00748695131342517,0.676982591876209
"South Korea","KOR",1958,1065000,2,0.00215026249329387,0.00205313513735474,0.187793427230047
"South Korea","KOR",1959,1083000,4,0.00418960036449523,0.00400741371537344,0.369344413665743
"South Korea","KOR",1960,1090000,5,0.00516514518706606,0.00495211306664554,0.458715596330275
"South Korea","KOR",1961,1088000,4,0.00411476490805043,0.0039580447259054,0.367647058823529
"South Korea","KOR",1962,1078000,5,0.00516363027994105,0.00498887480917554,0.463821892393321
"South Korea","KOR",1963,1062000,5,0.00521354688021355,0.00506236837842216,0.470809792843691
"South Korea","KOR",1964,1044000,5,0.0052748124540432,0.00514673336833112,0.478927203065134
"South Korea","KOR",1965,1027000,1,0.00106643233593472,0.00104457188221407,0.0973709834469328
"South Korea","KOR",1966,1013000,1,0.00107499371128679,0.00105539783221285,0.0987166831194472
"South Korea","KOR",1967,1005000,3,0.00323184618135828,0.00317938065664808,0.298507462686567
"South Korea","KOR",1968,1e+06,2,0.00215302866542365,0.00212098074149487,0.2
"South Korea","KOR",1969,999700,7,0.007496813854112,0.0073880967207405,0.700210063018906
"South Korea","KOR",1970,1001000,2,0.00212846567423407,0.00209685367106656,0.1998001998002
"South Korea","KOR",1971,998900,6,0.00637063054377579,0.00627050979244613,0.600660726799479
"South Korea","KOR",1972,991100,1,0.00106610035415854,0.00104819605459005,0.100897992129957
"South Korea","KOR",1973,975400,2,0.00215964996393385,0.00212041857062584,0.205044084478163
"South Korea","KOR",1974,951900,1,0.00110358101001941,0.00108192322672783,0.105053051791155
"South Korea","KOR",1976,892600,1,0.00117194824676542,0.0011454753722795,0.112032265292404
"South Korea","KOR",1978,842200,2,0.00247456763117064,0.00241321476404793,0.237473284255521
"South Korea","KOR",1985,713700,1,0.00143644726371161,0.0014168319637291,0.140114894213255
"South Korea","KOR",1997,628500,1,0.00160564673844978,0.00160075299420848,0.159108989657916
"Kuwait","KWT",1920,5142,1,0.373831775700935,0.37397157816006,19.4476857253987
"Kuwait","KWT",1944,7416,1,0.2000400080016,0.198216055500496,13.4843581445523
"Kuwait","KWT",1945,7531,1,0.190439916206437,0.188465887674331,13.2784490771478
"Kuwait","KWT",1946,7646,1,0.181719062329638,0.179694519317161,13.0787339785509
"Kuwait","KWT",1947,7760,1,0.173761946133797,0.171850833476542,12.8865979381443
"Kuwait","KWT",1954,7377,1,0.168776371308017,0.165590329524756,13.5556459265284
"Kuwait","KWT",1966,25600,1,0.0430163031789048,0.0423011844331641,3.90625
"Kuwait","KWT",1976,48330,1,0.0217329885032491,0.0217608913261087,2.06910821435961
"Laos","LAO",1907,54010,1,NA,0.0315955766192733,1.85150897981855
"Laos","LAO",1934,67210,1,NA,0.0243013365735115,1.48787382829936
"Laos","LAO",1936,68660,1,NA,0.0237135404315864,1.45645208272648
"Laos","LAO",1947,76670,1,NA,0.0189143181388311,1.30429111777749
"Lebanon","LBN",1800,13330,1,0.135869565217391,0.135851107186524,7.50187546886722
"Lebanon","LBN",1819,13540,1,0.133761369716426,0.13374348000535,7.38552437223043
"Lebanon","LBN",1849,16440,1,0.110168557893577,0.110168557893577,6.08272506082725
"Lebanon","LBN",1859,17490,1,0.103551827689759,0.103573278094252,5.71755288736421
"Lebanon","LBN",1865,18140,1,0.0998502246630055,0.0998601957259836,5.51267916207277
"Lebanon","LBN",1871,18820,1,0.096237128284092,0.0962278675904542,5.3134962805526
"Lebanon","LBN",1875,19280,1,0.0939408172851104,0.0939319932368965,5.18672199170125
"Lebanon","LBN",1876,19400,1,0.0933619643357296,0.0933445346774946,5.15463917525773
"Lebanon","LBN",1884,20350,2,0.177999288002848,0.178015131286159,9.82800982800983
"Lebanon","LBN",1886,20600,1,0.0879198171267804,0.0879198171267804,4.85436893203883
"Lebanon","LBN",1887,20720,1,0.0874125874125874,0.0874202290410001,4.82625482625483
"Lebanon","LBN",1891,21230,1,0.0853096741170449,0.0853169524784575,4.71031559114461
"Lebanon","LBN",1893,21490,2,0.168563000421408,0.168548794876117,9.30665425779432
"Lebanon","LBN",1895,21750,1,0.0832639467110741,0.0832708801732034,4.59770114942529
"Lebanon","LBN",1902,22690,1,0.0795608242501392,0.0795544948289578,4.40722785368003
"Lebanon","LBN",1908,23520,1,0.0761788679820218,0.0761614623000762,4.25170068027211
"Lebanon","LBN",1911,23950,1,0.0744158356898348,0.0744047619047619,4.17536534446764
"Lebanon","LBN",1914,24740,1,0.0716383695107099,0.0716332378223496,4.04203718674212
"Lebanon","LBN",1917,26310,1,0.0669926977959402,0.0669792364367046,3.80083618396047
"Lebanon","LBN",1919,27480,1,0.0639018467633715,0.0638977635782748,3.63901018922853
"Lebanon","LBN",1921,28690,1,0.0609830467130138,0.0609756097560976,3.48553502962705
"Lebanon","LBN",1924,30610,2,0.11368804001819,0.113700966458215,6.53381247958184
"Lebanon","LBN",1925,31280,1,0.0555247084952804,0.0555247084952804,3.19693094629156
"Lebanon","LBN",1929,34100,2,0.101127572432624,0.101112234580384,5.86510263929619
"Lebanon","LBN",1930,35080,2,0.0981257972721028,0.0980872976949485,5.70125427594071
"Lebanon","LBN",1931,36060,1,0.0472210416961798,0.0476190476190476,2.77315585135885
"Lebanon","LBN",1932,37040,1,0.0454876273653566,0.0462748727441,2.69978401727862
"Lebanon","LBN",1933,38020,2,0.0877154510767072,0.09000900090009,5.26038926880589
"Lebanon","LBN",1934,39000,1,0.0423208768885691,0.0438020148926851,2.56410256410256
"Lebanon","LBN",1935,39980,2,0.0817360742163554,0.0852878464818763,5.00250125062531
"Lebanon","LBN",1938,42910,1,0.0369726771915554,0.0395256916996047,2.33045910044279
"Lebanon","LBN",1939,43890,1,0.0358037952022914,0.0385653682992673,2.27842333105491
"Lebanon","LBN",1940,44870,2,0.0679601753372524,0.0753295668549906,4.45732114998886
"Lebanon","LBN",1941,45850,3,0.0943960227809068,0.104094378903539,6.54307524536532
"Lebanon","LBN",1942,46830,3,0.0880669308674593,0.0966183574879227,6.40614990390775
"Lebanon","LBN",1943,47810,3,0.0826742359522694,0.0902255639097744,6.27483790002092
"Lebanon","LBN",1944,48790,2,0.0520426749934947,0.0564812199943519,4.0992006558721
"Lebanon","LBN",1945,49770,2,0.0493461633358006,0.0533333333333333,4.01848503114326
"Lebanon","LBN",1946,50750,1,0.023587130861402,0.0252397778899546,1.97044334975369
"Lebanon","LBN",1947,51730,1,0.0226654578422484,0.0241721053903795,1.933114247052
"Lebanon","LBN",1948,52710,1,0.0218421684904877,0.0232131665080434,1.89717321191425
"Lebanon","LBN",1949,53680,3,0.0633165192798801,0.0670750793721773,5.58867362146051
"Lebanon","LBN",1950,54660,2,0.0408697073728952,0.0431611204626872,3.65898280278083
"Lebanon","LBN",1951,55370,4,0.0805217811417989,0.0838996560114103,7.22412858948889
"Lebanon","LBN",1952,56820,1,0.0195362103659132,0.0201551950015116,1.75994368180218
"Lebanon","LBN",1953,58310,8,0.151699029126214,0.155156028781443,13.7197736237352
"Lebanon","LBN",1954,59850,3,0.0552181115405853,0.0560464812150877,5.0125313283208
"Lebanon","LBN",1956,63070,4,0.069415521310565,0.0697094857182691,6.34215950531156
"Lebanon","LBN",1957,64720,3,0.0505714574694043,0.0506688285366842,4.6353522867738
"Lebanon","LBN",1958,66360,4,0.0655640971004278,0.0654943183678816,6.02772754671489
"Lebanon","LBN",1959,67940,2,0.0319249126055517,0.0318162294586469,2.94377391816308
"Lebanon","LBN",1960,69410,5,0.0779010345257385,0.0775638738501156,7.20357297219421
"Lebanon","LBN",1961,70710,1,0.0152522725886157,0.0151968755223926,1.41422712487626
"Lebanon","LBN",1963,72630,2,0.0295582519249812,0.0295923651697862,2.75368305108082
"Lebanon","LBN",1964,73220,3,0.0438917337234821,0.0440412225843389,4.09724119093144
"Lebanon","LBN",1965,73620,3,0.0435780482844775,0.0437751707231658,4.07497962510187
"Lebanon","LBN",1966,73890,2,0.0289067468347112,0.0290414857624116,2.70672621464339
"Lebanon","LBN",1967,74120,2,0.0287848476561938,0.0288900444906685,2.69832703723691
"Lebanon","LBN",1968,74370,1,0.0143311645504314,0.0143593572751684,1.34462821029985
"Lebanon","LBN",1970,75110,1,0.0141719339021003,0.0141711305727971,1.33138064172547
"Lebanon","LBN",1971,75650,3,0.0421923125606515,0.0421786688412114,3.96563119629874
"Lebanon","LBN",1974,77480,1,0.0137095226344219,0.0137298514430074,1.29065565307176
"Lebanon","LBN",1975,78020,1,0.0136024810925513,0.01362100904435,1.28172263522174
"Lebanon","LBN",1977,78680,1,0.0134569579200926,0.0134730942308211,1.2709710218607
"Lebanon","LBN",1979,78580,1,0.0134327355766002,0.0134358037297791,1.27258844489692
"Lebanon","LBN",1980,78170,2,0.0269599913728028,0.0269625355568438,2.55852628885762
"Lebanon","LBN",1981,77480,1,0.0135755206212158,0.0135749677594516,1.29065565307176
"Lebanon","LBN",1990,68030,1,0.0151890274465726,0.0151597841246741,1.46993973247097
"Lebanon","LBN",1996,65540,1,0.0156396621832968,0.0156594998355753,1.52578577967653
"Liberia","LBR",1872,20810,1,0.0841821702163482,0.084167999326656,4.80538202787122
"Liberia","LBR",1926,32760,1,0.0513452454302732,0.0503778337531486,3.05250305250305
"Liberia","LBR",1954,47370,1,0.0303324435816549,0.0306278713629403,2.11104074308634
"Liberia","LBR",1962,57610,1,0.0252755029825094,0.0244319569997557,1.73580975525082
"Liberia","LBR",1964,60290,1,0.0240621766645011,0.0233263354327035,1.65864985901476
"Liberia","LBR",1981,95860,1,0.0137447598103223,0.0134264232008593,1.04318798247444
"Liberia","LBR",1988,98630,1,0.0135917579579743,0.0133850890108419,1.01389029706986
"Libya","LBY",1928,49270,1,0.0327611060149391,0.0327225130890052,2.02963263649279
"Libya","LBY",1937,52370,2,0.0609960657537589,0.0606796116504854,3.81898033225129
"Libya","LBY",1954,61970,1,0.0258384579608289,0.0254000508001016,1.61368404066484
"Libya","LBY",1955,63480,1,0.0249687890137328,0.0247892910262766,1.5752993068683
"Libya","LBY",1962,77800,1,0.0169681338446398,0.0164473684210526,1.2853470437018
"Libya","LBY",1966,92470,1,0.0132406487917908,0.0130395097144347,1.08143181572402
"Libya","LBY",1972,115200,1,0.009831971605266,0.00979240109674892,0.868055555555556
"Sri Lanka","LKA",1819,50450,1,0.0335840945728103,0.0335795836131632,1.98216055500496
"Sri Lanka","LKA",1838,69770,2,0.0485684450812307,0.0485672656629432,2.86656155940949
"Sri Lanka","LKA",1848,83870,1,0.0202016120886447,0.0202020202020202,1.19232144986288
"Sri Lanka","LKA",1858,96790,1,0.0175051640233869,0.0175039383861369,1.03316458311809
"Sri Lanka","LKA",1861,100300,1,0.0168924625831954,0.0168947457340767,0.997008973080758
"Sri Lanka","LKA",1865,104900,1,0.0161516967357421,0.0161472630389149,0.953288846520496
"Sri Lanka","LKA",1868,108200,1,0.0156590094110647,0.0156568028808517,0.924214417744917
"Sri Lanka","LKA",1869,109300,1,0.0155014726399008,0.0154990700557967,0.914913083257091
"Sri Lanka","LKA",1871,111400,1,0.0152093567963011,0.0152114390021296,0.897666068222621
"Sri Lanka","LKA",1874,114700,1,0.0147717033251104,0.0147710487444609,0.871839581517001
"Sri Lanka","LKA",1875,115800,1,0.0146314341731777,0.0146284376828555,0.863557858376511
"Sri Lanka","LKA",1878,119000,1,0.0142379155691607,0.0142348754448399,0.840336134453782
"Sri Lanka","LKA",1885,129800,1,0.0130532966100589,0.0130548302872063,0.770416024653313
"Sri Lanka","LKA",1889,125500,1,0.0135005602732513,0.0135025654874426,0.796812749003984
"Sri Lanka","LKA",1891,146000,1,0.0116048322521498,0.0116036203295428,0.684931506849315
"Sri Lanka","LKA",1894,148300,1,0.0114246544042043,0.0114246544042043,0.674308833445718
"Sri Lanka","LKA",1895,141400,1,0.0119816441212063,0.011983223487118,0.707213578500707
"Sri Lanka","LKA",1899,143500,2,0.0235901911984997,0.0235960358659745,1.39372822299652
"Sri Lanka","LKA",1904,167600,1,0.0102393971042985,0.0102375102375102,0.596658711217184
"Sri Lanka","LKA",1907,151500,1,0.0114897626215042,0.0114916111238796,0.66006600660066
"Sri Lanka","LKA",1910,183000,2,0.0192856591838309,0.0192864030858245,1.09289617486339
"Sri Lanka","LKA",1916,199800,1,0.00858229130013131,0.00857632933104631,0.500500500500501
"Sri Lanka","LKA",1918,211000,2,0.0160596132845121,0.0160462130937099,0.947867298578199
"Sri Lanka","LKA",1919,187200,2,0.0179946735766213,0.0179839942451218,1.06837606837607
"Sri Lanka","LKA",1922,211300,1,0.00770998134184515,0.00770178681454097,0.473260766682442
"Sri Lanka","LKA",1925,221000,1,0.00693437996241566,0.00692712662787476,0.452488687782805
"Sri Lanka","LKA",1926,234600,2,0.0128302177287949,0.0128164049983979,0.852514919011083
"Sri Lanka","LKA",1928,239000,2,0.0121531786638795,0.0121388686574411,0.836820083682008
"Sri Lanka","LKA",1929,219900,3,0.0194979917068542,0.0194767253132507,1.36425648021828
"Sri Lanka","LKA",1933,232800,1,0.00576594861386595,0.00577667379123101,0.429553264604811
"Sri Lanka","LKA",1934,236100,3,0.0168163320216594,0.0168596156007643,1.27064803049555
"Sri Lanka","LKA",1936,242500,1,0.00540949908038516,0.0054103771032841,0.412371134020619
"Sri Lanka","LKA",1937,245700,2,0.0106970748848727,0.0106963311584127,0.814000814000814
"Sri Lanka","LKA",1938,249000,1,0.00528887854619307,0.005291285253188,0.401606425702811
"Sri Lanka","LKA",1941,258600,1,0.00497072244480013,0.00502335861757171,0.386697602474865
"Sri Lanka","LKA",1942,261900,2,0.00965740360704025,0.00976085895558809,0.763650248186331
"Sri Lanka","LKA",1944,268300,2,0.0091559160951849,0.00925711640823883,0.745434215430488
"Sri Lanka","LKA",1945,271500,1,0.0044652624904555,0.00451487651812723,0.368324125230203
"Sri Lanka","LKA",1946,274800,1,0.00435830496803183,0.0044064510443289,0.363901018922853
"Sri Lanka","LKA",1949,284400,2,0.00815913578433772,0.00824810293632464,0.70323488045007
"Sri Lanka","LKA",1950,287700,1,0.00401020195377039,0.00403877221324717,0.347584289190129
"Sri Lanka","LKA",1951,295300,1,0.00389488484772948,0.00392464678178964,0.338638672536404
"Sri Lanka","LKA",1952,309700,1,0.00370713623725672,0.00369959304476508,0.322893122376493
"Sri Lanka","LKA",1953,322400,1,0.00355395074935052,0.00352422907488987,0.310173697270471
"Sri Lanka","LKA",1954,333300,1,0.00342906129447064,0.00339086500966397,0.3000300030003
"Sri Lanka","LKA",1955,342400,1,0.00332622629647985,0.00329088096883536,0.292056074766355
"Sri Lanka","LKA",1957,355800,1,0.0031669121023546,0.00315676494728203,0.281056773468241
"Sri Lanka","LKA",1958,360300,1,0.00310557077285234,0.00311380974622451,0.277546489036914
"Sri Lanka","LKA",1960,366200,1,0.00301375477680132,0.00304645849200305,0.273074822501365
"Sri Lanka","LKA",1963,372900,1,0.0029300251396157,0.00293720260823592,0.26816840976133
"Sri Lanka","LKA",1964,375500,1,0.00290369320739048,0.00289972742562199,0.266311584553928
"Sri Lanka","LKA",1965,378100,1,0.00287722589388215,0.00286771242579794,0.264480296217932
"Sri Lanka","LKA",1968,382200,1,0.0028227616206039,0.0028255771241276,0.261643118785976
"Sri Lanka","LKA",1970,381000,2,0.00564525234277972,0.00566459908799955,0.5249343832021
"Sri Lanka","LKA",1971,380500,1,0.00282377391736508,0.00283149757906957,0.26281208935611
"Sri Lanka","LKA",1981,405200,1,0.00257874188340992,0.00259215096687231,0.246791707798618
"Sri Lanka","LKA",1982,402800,1,0.00258599734159473,0.00259659326963025,0.248262164846077
"Sri Lanka","LKA",1983,398600,1,0.00260467539232923,0.00261198902964608,0.250878073256397
"Sri Lanka","LKA",1984,392900,1,0.00263320737824707,0.00263747857048661,0.254517688979384
"Lesotho","LSO",1951,31370,1,0.0421727395411606,0.0421869726628417,3.18775900541919
"Lithuania","LTU",1800,33480,1,0.0551906838125724,0.0551876379690949,2.9868578255675
"Lithuania","LTU",1801,33390,1,0.0553403431101273,0.0553403431101273,2.99490865528601
"Lithuania","LTU",1802,33300,1,0.0554877372100766,0.0554938956714761,3.003003003003
"Lithuania","LTU",1806,32920,1,0.0561293219577908,0.0561167227833895,3.03766707168894
"Lithuania","LTU",1808,32740,2,0.112873186974434,0.112866817155756,6.10873549175321
"Lithuania","LTU",1810,32550,2,0.113533151680291,0.113507377979569,6.14439324116743
"Lithuania","LTU",1812,32400,1,0.0570287995437696,0.0570450656018254,3.08641975308642
"Lithuania","LTU",1819,32350,3,0.171360027417604,0.171330668189606,9.27357032457496
"Lithuania","LTU",1820,32400,1,0.0570287995437696,0.0570125427594071,3.08641975308642
"Lithuania","LTU",1825,32860,1,0.0562303193882141,0.0562429696287964,3.04321363359708
"Lithuania","LTU",1829,33490,1,0.055175457956301,0.0551571980143409,2.98596595998806
"Lithuania","LTU",1832,34100,1,0.0541858574911948,0.0541711809317443,2.93255131964809
"Lithuania","LTU",1839,35580,1,0.0519318653926049,0.0519210799584631,2.81056773468241
"Lithuania","LTU",1840,35790,1,0.0516288915276989,0.0516262261228704,2.79407655769768
"Lithuania","LTU",1842,36230,1,0.0510021930943031,0.0509943906170321,2.76014352746343
"Lithuania","LTU",1844,36660,1,0.0504032258064516,0.0504032258064516,2.72776868521549
"Lithuania","LTU",1846,37110,2,0.0995817566221868,0.0995520159283226,5.38938291565616
"Lithuania","LTU",1848,37550,1,0.0492077551422104,0.0492125984251969,2.66311584553928
"Lithuania","LTU",1849,37780,1,0.0489093221167955,0.0488997555012225,2.64690312334569
"Lithuania","LTU",1850,38000,1,0.0486263068319961,0.0486381322957198,2.63157894736842
"Lithuania","LTU",1851,38230,2,0.096665055582407,0.096665055582407,5.23149359142035
"Lithuania","LTU",1852,38460,4,0.192178341500913,0.192122958693564,10.4004160166407
"Lithuania","LTU",1855,39150,4,0.188786105342647,0.188768286927796,10.2171136653895
"Lithuania","LTU",1857,39610,1,0.0466483183281243,0.0466635557629491,2.52461499621308
"Lithuania","LTU",1858,39850,1,0.0463692849856255,0.0463606861381548,2.50941028858218
"Lithuania","LTU",1860,40320,2,0.0916548279180606,0.0916590284142988,4.96031746031746
"Lithuania","LTU",1863,41030,1,0.045034902049088,0.045045045045045,2.43724104313917
"Lithuania","LTU",1864,41270,2,0.0895455563017685,0.0895656068069861,4.84613520717228
"Lithuania","LTU",1865,41510,2,0.0890273759180948,0.0890471950133571,4.81811611659841
"Lithuania","LTU",1866,41760,4,0.176991150442478,0.176991150442478,9.57854406130268
"Lithuania","LTU",1867,42000,1,0.043994720633524,0.043994720633524,2.38095238095238
"Lithuania","LTU",1868,42240,1,0.0437445319335083,0.0437445319335083,2.36742424242424
"Lithuania","LTU",1869,42480,2,0.0869943453675511,0.0869943453675511,4.70809792843691
"Lithuania","LTU",1870,42730,1,0.0432432432432432,0.0432338953739732,2.340276152586
"Lithuania","LTU",1871,42980,1,0.0425604358188628,0.0425531914893617,2.32666356444858
"Lithuania","LTU",1873,43460,2,0.0823418008151838,0.0823384108686702,4.60193281178095
